title,studio,lifetime_gross,mediaType,imdb_ratingCount,imdb_bestRating,imdb_worstRating,imdb_averageRating,contentRating,smallLensRatingCount,smallLensRatingAvg,title_lowercase,genres,releaseYear,releaseMonth,primaryTitle,numVotes,directors,category,primaryName,runtimeMinutes
Sophie's Choice,Uni.,30036000,movie,51500,10,1,7.5,r,10,4.05,sophie's choice (1982),drama,1983,3,Sophie's Choice,51406,nm0001587,actress,Meryl Streep,150
Looney Tunes: Back in Action,WB,20991364,movie,39734,10,1,5.8,pg,2,2.75,looney tunes: back in action (2003),action|animation|children|fantasy,2003,11,Looney Tunes: Back in Action,39668,"nm0001102,nm0325196",actor,Brendan Fraser,93
Hardcore Henry,STX,9252038,movie,100290,10,1,6.7,r,2,3.75,hardcore henry (2015),action|adventure|sci-fi,2016,4,Hardcore Henry,100176,nm5820154,actor,Sharlto Copley,96
White Nights,Col.,42160849,"","","","","","",1,3.0,white nights (1985),drama,"","",White Nights,7981,nm0000431,actor,Mikhail Baryshnikov,136
Hard Core Logo,Cow.,14540,"","","","","","",2,4.0,hard core logo (1996),comedy|drama,"","",Hard Core Logo,2784,nm0567680,actor,Hugh Dillon,92
8 Mile,Uni.,116750901,movie,312030,10,1,7.2,r,41,3.29,8 mile (2002),drama,2002,11,8 Mile,311332,nm0000436,actor,Eminem,110
Little Fockers,Uni.,148438600,movie,117278,10,1,5.5,pg-13,6,1.83,little fockers (2010),comedy,2010,12,Little Fockers,117158,nm0919369,actor,Ben Stiller,98
Sidewalls,IFC,2377,movie,15640,10,1,7.5,not rated,3,3.67,sidewalls (medianeras) (2011),drama,2011,10,Sidewalls,15631,nm1391924,actor,Javier Drolas,95
That Thing You Do!,Fox,25857416,movie,72485,10,1,7.0,pg,42,3.27,that thing you do! (1996),comedy|drama,1996,10,That Thing You Do!,72378,nm0000158,actor,Tom Hanks,108
The Duke of Burgundy,IFC,64521,movie,14068,10,1,6.5,not rated,1,3.5,the duke of burgundy (2014),drama,2015,1,The Duke of Burgundy,14047,nm3270827,actress,Sidse Babett Knudsen,104
The Pervert's Guide to Ideology,Zeit.,67966,"","","","","","",1,3.5,pervert's guide to ideology  the (2012),documentary,"","",The Pervert's Guide to Ideology,7370,nm0276400,self,Slavoj Zizek,136
The Next Karate Kid,Col.,8914777,movie,33137,10,1,4.5,pg,15,2.37,next karate kid  the (1994),action|children|romance,1994,9,The Next Karate Kid,33095,nm0128883,actor,Pat Morita,107
"Faraway, So Close!",SPC,810455,"","","","","","",1,4.0,faraway  so close (in weiter ferne  so nah!) (1993),drama|fantasy|mystery|romance,"","","Faraway, So Close!",8859,nm0000694,actor,Otto Sander,146
Prince of Darkness,Uni.,14182492,movie,48628,10,1,6.7,r,1,4.5,prince of darkness (1987),fantasy|horror|sci-fi|thriller,1987,10,Prince of Darkness,48486,nm0000118,actor,Donald Pleasence,102
Free Willy,WB,77698625,movie,81370,10,1,6.0,pg,37,2.39,free willy (1993),adventure|children|drama,1993,7,Free Willy,81258,nm0934578,actor,Jason James Richter,112
She's the Man,P/DW,33741133,movie,170956,10,1,6.4,pg-13,6,3.75,she's the man (2006),comedy|romance,2006,3,She's the Man,170651,nm0275698,actress,Amanda Bynes,105
Mr. & Mrs. Smith,Fox,186336279,movie,11109,10,1,6.3,approved,4,2.88,mr. & mrs. smith (1941),comedy|romance,1941,4,Mr. & Mrs. Smith,11101,nm0000033,actress,Carole Lombard,95
Following,Zeit.,48482,movie,99290,10,1,7.5,r,6,3.83,following (1998),crime|mystery|thriller,1999,11,Following,99136,nm0634240,actor,Jeremy Theobald,69
Bats,Dest.,10155690,movie,11223,10,1,4.0,pg-13,1,2.5,bats (1999),horror|thriller,1999,10,Bats,11204,nm0007128,actor,Lou Diamond Phillips,91
Moon Over Parador,Uni.,11444204,movie,6655,10,1,6.0,pg-13,1,3.0,moon over parador (1988),comedy,1988,9,Moon Over Parador,6647,nm0005196,actor,Richard Dreyfuss,103
Front Cover,Strand,26409,movie,1385,10,1,6.5,unrated,1,3.5,front cover (2016),comedy|drama|romance,2016,8,Front Cover,1384,nm1794148,actor,Jake Choi,87
Slap Shot,Uni.,28000000,"","","","","","",7,3.86,slap shot (1977),comedy,"","",Slap Shot,40380,nm0001351,actor,Paul Newman,123
Andre,Par.,16820893,movie,7128,10,1,5.7,pg,4,2.13,andre (1994),adventure|children|drama,1994,8,Andre,7124,nm0004305,actress,Tina Majorino,95
Winter's Bone,RAtt.,6531503,movie,147933,10,1,7.1,r,8,3.44,winter's bone (2010),drama|thriller,2010,7,Winter's Bone,147725,nm0335138,actress,Jennifer Lawrence,100
The World According to Garp,WB,29712172,movie,28671,10,1,7.1,r,9,3.56,world according to garp  the (1982),comedy|drama|romance,1982,7,The World According to Garp,28640,nm0001351,actor,Robin Williams,136
Betrayed,UA,25816139,movie,6836,10,1,6.3,r,2,2.5,betrayed (1988),drama|thriller,1988,8,Betrayed,6831,nm0002020,actress,Debra Winger,127
Other People's Money,WB,25682090,movie,9340,10,1,6.2,r,1,2.5,other people's money (1991),comedy|drama|romance,1991,10,Other People's Money,9335,nm0422484,actor,Danny DeVito,103
A Wrinkle in Time,BV,100478608,movie,47139,10,1,4.3,pg,1,3.0,a wrinkle in time (2018),adventure|children|fantasy|sci-fi,2018,3,A Wrinkle in Time,47076,nm1148550,actress,Storm Reid,109
Edward Scissorhands,Fox,56362352,movie,513863,10,1,7.9,pg-13,80,3.7,edward scissorhands (1990),drama|fantasy|romance,1990,12,Edward Scissorhands,512904,nm0000318,actor,Johnny Depp,105
Mafia!,BV,19889299,movie,15833,10,1,5.5,pg-13,9,1.83,jane austen's mafia! (1998),comedy|crime,1998,7,Mafia!,15827,nm0000720,actor,Jay Mohr,87
Crocodile Dundee in Los Angeles,Par.,25635682,movie,25912,10,1,4.8,pg,13,2.19,crocodile dundee in los angeles (2001),comedy|drama,2001,4,Crocodile Dundee in Los Angeles,25877,nm0934578,actor,Paul Hogan,95
The Prestige,BV,53089891,movie,1406796,10,1,8.5,pg-13,90,4.01,prestige  the (2006),drama|mystery|sci-fi|thriller,2006,10,The Prestige,1404360,nm0634240,actor,Christian Bale,130
Shallow Grave,Gram.,2079569,movie,65108,10,1,7.3,r,20,3.6,shallow grave (1994),comedy|drama|thriller,1995,2,Shallow Grave,65028,nm0000965,actress,Kerry Fox,89
Wild Tales,SPC,3106530,movie,211065,10,1,8.1,r,10,4.25,wild tales (2014),comedy|drama|thriller,2014,8,Wild Tales,210708,nm1167933,actor,Darío Grandinetti,122
The Importance of Being Earnest,Mira.,8384929,movie,6199,10,1,7.5,not rated,3,4.33,the importance of being earnest (1952),comedy|romance,1952,8,The Importance of Being Earnest,6188,nm0002190,actor,Michael Redgrave,95
"New York, I Love You",Viv.,1588015,"","","","","","",4,3.5,new york  i love you (2009),drama|romance,"","","New York, I Love You",47259,"nm0015359,nm0040939,nm0051157,nm0400441,nm0412517,nm0422638,nm0001408,nm0551358,nm0619762,nm0000204,nm0711840",actor,Shia LaBeouf,103
The Lovers,A24,2194521,movie,3390,10,1,4.6,r,1,1.5,the lovers (2015),action|adventure|romance|sci-fi,2015,2,The Lovers,3388,nm0423646,actor,Josh Hartnett,109
Now You See Me,LG/S,117723989,movie,692572,10,1,7.2,pg-13,22,3.41,now you see me (2013),crime|mystery|thriller,2013,5,Now You See Me,691568,nm0504642,actor,Jesse Eisenberg,115
Inferno,Sony,34343574,movie,186095,10,1,6.2,pg-13,4,2.88,inferno (2016),mystery|thriller,2016,10,Inferno,185800,nm0000165,actor,Tom Hanks,121
Best Defense,Par.,19265302,movie,6314,10,1,3.8,r,1,2.5,best defense (1984),comedy|war,1984,7,Best Defense,6308,nm0404754,actor,Dudley Moore,94
Green Card,BV,29888235,movie,25510,10,1,6.3,pg-13,9,2.83,green card (1990),comedy|drama|romance,1991,2,Green Card,25486,nm0001837,actor,Gérard Depardieu,107
Only the Lonely,Fox,21830957,movie,12019,10,1,6.3,pg-13,3,3.17,only the lonely (1991),comedy|romance,1991,5,Only the Lonely,11996,nm0001060,actor,John Candy,104
Batman Begins,WB,206852432,movie,1543995,10,1,8.2,pg-13,116,3.86,batman begins (2005),action|crime|imax,2005,6,Batman Begins,1541909,nm0634240,actor,Christian Bale,140
The Lovely Bones,P/DW,44114232,movie,176924,10,1,6.6,pg-13,3,3.17,lovely bones  the (2009),crime|drama|fantasy|horror|thriller,2010,1,The Lovely Bones,176674,nm0001392,actress,Rachel Weisz,135
Pete's Dragon,BV,39588000,movie,26041,10,1,6.3,g,15,2.77,pete's dragon (1977),adventure|animation|children|musical,1977,11,Pete's Dragon,26001,"nm0149548,nm0089940",actor,Sean Marshall,128
Flight of the Navigator,BV,18564613,"","","","","","",24,3.21,flight of the navigator (1986),adventure|children|sci-fi,"","",Flight of the Navigator,50765,nm0459170,actor,Joey Cramer,90
Betsy's Wedding,BV,19740070,movie,3888,10,1,5.6,r,1,2.0,betsy's wedding (1990),comedy,1990,6,Betsy's Wedding,3888,nm0000257,actor,Alan Alda,94
McHale's Navy,Uni.,4529843,movie,7022,10,1,4.5,pg,7,2.14,mchale's navy (1997),comedy|war,1997,4,McHale's Navy,7017,nm0818465,actor,Tom Arnold,108
A Man of No Importance,SPC,920916,movie,1169,10,1,6.7,r,1,4.0,man of no importance  a (1994),drama,"","",A Man of No Importance,1168,nm0471461,actor,Albert Finney,99
Rosewood,WB,13130349,movie,8742,10,1,7.2,r,3,3.33,rosewood (1997),action|drama,1997,2,Rosewood,8730,nm0005436,actor,Jon Voight,140
Lost in Space,NL,69117629,"","","","","","",29,2.45,lost in space (1998),action|adventure|sci-fi,"","",Lost in Space,74179,nm0394280,actor,Gary Oldman,130
The Son's Room,Mira.,1016340,movie,21166,10,1,7.3,r,3,3.83,son's room  the (stanza del figlio  la) (2001),drama,2001,3,The Son's Room,21127,nm0604335,actor,Nanni Moretti,99
Shoot 'Em Up,NL,12807139,movie,153828,10,1,6.6,r,12,3.46,shoot 'em up (2007),action|comedy|crime,2007,9,Shoot 'Em Up,153723,nm0205157,actor,Clive Owen,86
Wild Hogs,BV,168273550,movie,122211,10,1,5.8,pg-13,5,2.3,wild hogs (2007),adventure|comedy,2007,3,Wild Hogs,122118,nm0065608,actor,Tim Allen,100
Love Jones,NL,12479335,movie,5448,10,1,7.3,r,1,4.0,love jones (1997),romance,1997,3,Love Jones,5432,nm0936673,actor,Larenz Tate,109
Breakin' All the Rules,SGem,12264319,movie,6326,10,1,5.6,pg-13,1,3.5,breakin' all the rules (2004),comedy|romance,2004,5,Breakin' All the Rules,6324,nm0850044,actor,Jamie Foxx,85
Krampus,Uni.,42725475,movie,80023,10,1,6.2,pg-13,1,3.5,krampus (2015),comedy|fantasy|horror,2015,12,Krampus,79858,nm1002424,actor,Adam Scott,98
Sonatine,Roll.,58834,movie,22744,10,1,7.5,r,1,5.0,sonatine (sonachine) (1993),action|comedy|crime|drama,1998,4,Sonatine,22707,nm0001429,actor,Takeshi Kitano,94
Just Friends,NL,32619671,movie,124578,10,1,6.2,pg-13,6,2.92,just friends (2005),comedy|romance,2005,11,Just Friends,124396,nm0474955,actor,Ryan Reynolds,96
"I, Tonya",Neon,30014539,movie,235786,10,1,7.5,r,3,3.33,i  tonya (2017),drama,2018,1,"I, Tonya",235362,nm0318916,actress,Margot Robbie,119
Return to the Blue Lagoon,Col.,2807854,"","","","","","",3,1.67,return to the blue lagoon (1991),adventure|romance,"","",Return to the Blue Lagoon,21108,nm0334353,actor,Brian Krause,102
The Expendables,LGF,103068524,movie,360318,10,1,6.4,r,17,3.06,expendables  the (2010),action|adventure|thriller,2010,8,The Expendables,359927,nm0000230,actor,Sylvester Stallone,103
While We're Young,A24,7587485,"","","","","","",1,4.0,while we're young (2014),comedy|drama,"","",While We're Young,52630,nm0000876,actor,Ben Stiller,97
The Smurfs 2,Sony,71017784,movie,45024,10,1,5.3,pg,4,1.88,smurfs 2  the (2013),animation|children|comedy,2013,7,The Smurfs 2,44970,nm0331532,actor,Neil Patrick Harris,105
The Day After,CGld,24746,movie,17445,10,1,7.0,tv-pg,1,3.0,day after  the (1983),drama|sci-fi,1983,11,The Day After,17420,nm0583292,actor,Jason Robards,127
Bread and Roses,Lions,533479,movie,6001,10,1,7.0,r,3,4.0,bread and roses (2000),drama,2000,10,Bread and Roses,5996,nm0516360,actress,Pilar Padilla,110
The Cave,SGem,15007991,movie,40765,10,1,5.1,pg-13,3,2.67,cave  the (2005),action|adventure|horror|mystery|sci-fi|thriller,2005,8,The Cave,40730,nm0402365,actress,Piper Perabo,97
Blood: The Last Vampire,Gold.,257412,movie,15201,10,1,5.2,r,1,2.0,blood: the last vampire (2009),action|horror|thriller,2009,6,Blood: The Last Vampire,15194,nm0619599,actress,Jun Ji-hyun,91
Nell,Fox,33683817,movie,30366,10,1,6.5,pg-13,40,3.34,nell (1994),drama,1994,12,Nell,30325,nm0000776,actress,Jodie Foster,112
Session 9,USA,378176,movie,61978,10,1,6.4,r,4,3.63,session 9 (2001),horror|thriller,2001,9,Session 9,61899,nm0026442,actor,David Caruso,100
That's My Boy,Sony,36931089,"","","","","","",3,2.5,that's my boy (2012),comedy,"","",That's My Boy,106447,nm1890845,actor,Adam Sandler,116
Masterminds,Sony,1935539,movie,57997,10,1,5.8,pg-13,3,4.0,masterminds (2016),action|comedy|crime,2016,9,Masterminds,57944,nm0381478,actor,Zach Galifianakis,95
Trumbo,Gold.,109057,movie,83997,10,1,7.4,r,1,4.0,trumbo (2015),drama,2015,11,Trumbo,83947,nm0005366,actor,Bryan Cranston,124
Wicker Park,MGM,13001257,movie,58082,10,1,6.9,pg-13,3,3.33,wicker park (2004),drama|romance|thriller,2004,9,Wicker Park,58045,nm0006476,actor,Josh Hartnett,114
Cloverfield,Par.,80048433,movie,414686,10,1,7.0,pg-13,27,3.35,cloverfield (2008),action|mystery|sci-fi|thriller,2008,1,Cloverfield,414305,nm0716257,actor,Mike Vogel,85
The Ten Commandments,Par.,65500000,"","","","","","",4,3.75,ten commandments  the (1956),adventure|drama,"","",The Ten Commandments,75415,nm0001124,actor,Charlton Heston,220
Almost an Angel,Par.,6939946,"","","","","","",1,2.5,almost an angel (1990),comedy,"","",Almost an Angel,4839,nm0180257,actor,Paul Hogan,95
The Man in the Iron Mask,MGM,56968902,movie,175886,10,1,6.5,pg-13,25,3.5,man in the iron mask  the (1998),action|adventure|drama,1998,3,The Man in the Iron Mask,175668,nm0908824,actor,Leonardo DiCaprio,132
The Rabbi's Cat,GK,23392,movie,3696,10,1,7.1,not rated,1,3.0,the rabbi's cat (le chat du rabbin) (2011),adventure|animation,2011,6,The Rabbi's Cat,3693,"nm3284014,nm2677924",actor,Mathieu Amalric,100
Pirates of the Caribbean: The Curse of the Black Pearl,BV,305413918,movie,1182358,10,1,8.1,pg-13,149,3.78,pirates of the caribbean: the curse of the black pearl (2003),action|adventure|comedy|fantasy,2003,7,Pirates of the Caribbean: The Curse of the Black Pearl,1180488,nm0893659,actor,Johnny Depp,143
Get Smart,WB,130319208,"","","","","","",16,3.47,get smart (2008),action|comedy,"","",Get Smart,225478,nm0781842,actor,Steve Carell,110
Eichmann,Reg.,2706,movie,3471,10,1,5.9,tv-ma,1,5.0,eichmann (2007),drama|war,"","",Eichmann,3468,nm0950000,archive_footage,Avner W. Less,96
Hook,TriS,119654823,movie,268108,10,1,6.8,pg,53,3.36,hook (1991),adventure|comedy|fantasy,1991,12,Hook,267681,nm0000229,actor,Dustin Hoffman,142
Atonement,Focus,50927067,movie,293666,10,1,7.8,r,13,3.54,atonement (2007),drama|romance|war,2008,1,Atonement,293324,nm0942504,actress,Keira Knightley,123
Exodus: Gods and Kings,Fox,65014513,movie,175187,10,1,6.0,pg-13,2,2.75,exodus: gods and kings (2014),action|adventure|drama,2014,12,Exodus: Gods and Kings,175016,nm0000631,actor,Christian Bale,150
"Bright Lights, Big City",UA,16118077,"","","","","","",3,3.17,bright lights  big city (1988),drama,"","","Bright Lights, Big City",8800,nm0108745,actor,Michael J. Fox,107
Washington Square,BV,1851761,movie,3591,10,1,6.7,pg,2,3.75,washington square (1997),drama,1997,10,Washington Square,3590,nm0002140,actress,Jennifer Jason Leigh,115
Bend It Like Beckham,FoxS,32543449,movie,115135,10,1,6.7,pg-13,40,3.3,bend it like beckham (2002),comedy|drama|romance,2003,8,Bend It Like Beckham,115034,nm0149446,actress,Parminder Nagra,112
Rain,IDP,455164,movie,1621,10,1,6.9,tv-ma,1,5.0,rain (2001),drama|romance,"","",Rain,1621,nm0420422,actress,Alicia Fulford-Wierzbicki,92
Let's Get Harry,TriS,140980,movie,1487,10,1,5.2,r,1,2.0,let's get harry (1986),action|adventure,1986,10,Let's Get Harry,1485,"nm0742341,nm0000647",actor,Michael Schoeffling,102
Factory Girl,MGM/W,1675241,movie,22178,10,1,6.4,r,1,3.5,factory girl (2006),drama,2007,2,Factory Girl,22167,nm0382584,actress,Sienna Miller,100
10 Items or Less,Think,83291,movie,15992,10,1,6.5,r,3,2.67,10 items or less (2006),comedy|drama|romance,2007,2,10 Items or Less,15970,nm0797869,actor,Morgan Freeman,82
The Girl with the Dragon Tattoo,MBox,10095170,movie,221362,10,1,7.8,r,25,3.94,girl with the dragon tattoo  the (män som hatar kvinnor) (2009),crime|drama|mystery|thriller,2010,4,The Girl with the Dragon Tattoo,221227,nm0649117,actor,Michael Nyqvist,152
Safe,SPC,512245,movie,115662,10,1,6.5,r,2,3.5,safe (2012),action|crime|thriller,2012,4,Safe,115544,nm0945026,actor,Jason Statham,94
American Made,Uni.,51342000,movie,201805,10,1,7.1,r,2,4.5,american made (2017),crime|thriller,2017,9,American Made,201087,nm0510731,actor,Tom Cruise,115
Blankman,Col.,7941977,movie,10278,10,1,5.0,pg-13,1,1.5,blankman (1994),comedy,1994,8,Blankman,10263,nm0082802,actor,Damon Wayans,92
Unknown,WB,63686397,"","","","","","",4,3.0,unknown (2006),drama|mystery|thriller,"","",Unknown,31165,nm1868746,actor,Jim Caviezel,85
Lady and the Tramp,Dis.,93602326,movie,144930,10,1,7.3,g,55,3.4,lady and the tramp (1955),animation|children|comedy|romance,1955,6,Lady and the Tramp,144644,"nm0527217,nm0414144,nm0194018,nm0314671",actress,Barbara Luddy,76
The Last Exorcism,LGF,41034350,movie,51645,10,1,5.7,pg-13,1,4.0,last exorcism  the (2010),horror|thriller,2010,8,The Last Exorcism,51615,nm0821844,actor,Patrick Fabian,87
Swimming with Sharks,Trim.,382928,movie,24823,10,1,7.0,r,10,3.55,swimming with sharks (1995),comedy|drama,1995,4,Swimming with Sharks,24806,nm0398986,actor,Kevin Spacey,93
Gattaca,Sony,12532777,movie,317478,10,1,7.7,pg-13,86,3.95,gattaca (1997),drama|sci-fi|thriller,1997,10,Gattaca,317084,nm0629272,actor,Ethan Hawke,106
Volver,SPC,12899867,movie,106134,10,1,7.6,r,8,3.81,volver (2006),comedy|drama,2007,1,Volver,106035,nm0000264,actress,Penélope Cruz,121
Easy Rider,Col.,123276,movie,115312,10,1,7.3,r,29,3.6,easy rider (1969),adventure|drama,1969,6,Easy Rider,115210,nm0000454,actor,Peter Fonda,95
Old School,DW,75585093,"","","","","","",39,3.51,old school (2003),comedy,"","",Old School,240008,nm0680846,actor,Luke Wilson,88
Dear Wendy,Wells,23106,movie,10406,10,1,6.5,not rated,3,3.67,dear wendy (2005),drama,2005,2,Dear Wendy,10401,nm0899121,actor,Jamie Bell,105
Lucas,Fox,8200000,movie,17228,10,1,6.9,pg-13,3,3.33,lucas (1986),drama|romance,1986,3,Lucas,17212,nm0783544,actor,Corey Haim,100
Restoration,Mira.,4005941,movie,9794,10,1,6.6,r,8,3.19,restoration (1995),drama,1996,2,Restoration,9783,nm0001355,actor,Robert Downey Jr.,117
Deceiver,MGM,572433,movie,6934,10,1,6.5,r,1,3.0,deceiver (1997),crime|drama|thriller,1998,1,Deceiver,6925,"nm0665321,nm0665322",actor,Tim Roth,106
Heavy,Lions,941414,movie,5756,10,1,6.7,r,2,3.5,heavy (1995),drama|romance,1996,6,Heavy,5736,nm0003506,actor,Pruitt Taylor Vince,105
Life,Uni.,63886029,movie,53766,10,1,6.8,r,4,3.25,life (1999),comedy|crime|drama,1999,4,Life,53708,nm0001130,actor,Eddie Murphy,108
The Maze Runner,Fox,102427862,movie,495570,10,1,6.8,pg-13,16,2.94,maze runner  the (2014),action|mystery|sci-fi,2014,9,The Maze Runner,494740,nm1226871,actor,Dylan O'Brien,113
The Quest,Uni.,21686547,movie,27560,10,1,5.6,pg-13,7,2.57,quest  the (1996),action|adventure,1996,4,The Quest,27527,nm0000241,actor,Jean-Claude Van Damme,95
The Triplets of Belleville,SPC,7007149,movie,56393,10,1,7.7,pg-13,22,3.7,triplets of belleville  the (les triplettes de belleville) (2003),animation|comedy|fantasy,2004,2,The Triplets of Belleville,56350,nm0158984,actress,Michèle Caucheteux,80
Nanny McPhee,Uni.,47144110,movie,83261,10,1,6.6,pg,6,3.17,nanny mcphee (2005),children|comedy|fantasy,2006,1,Nanny McPhee,83111,nm0428600,actress,Emma Thompson,97
Paper Man,MPI,13514,movie,19920,10,1,6.5,r,1,4.0,paper man (2009),comedy|drama,2014,5,Paper Man,19903,"nm0612487,nm1802251",actor,Jeff Daniels,110
Alice Doesn't Live Here Anymore,WB,18600000,movie,26219,10,1,7.3,pg,3,4.17,alice doesn't live here anymore (1974),drama|romance,1975,5,Alice Doesn't Live Here Anymore,26140,nm0000217,actress,Ellen Burstyn,112
Dunston Checks In,Fox,9871065,movie,13200,10,1,5.3,pg,7,2.5,dunston checks in (1996),children|comedy,1996,1,Dunston Checks In,13189,nm0477129,actor,Jason Alexander,88
Mystery Date,Orion,6166819,"","","","","","",1,3.0,mystery date (1991),comedy,"","",Mystery Date,3290,nm0905237,actor,Ethan Hawke,97
The A-Team,Fox,77222099,"","","","","","",17,3.15,a-team  the (2010),action|comedy|thriller,"","",The A-Team,266213,nm0138620,actor,Liam Neeson,117
A Field in England,Drft.,32846,movie,13702,10,1,6.2,not rated,1,4.5,field in england  a (2013),drama|fantasy|thriller|war,2013,7,A Field in England,13688,nm1296554,actor,Julian Barratt,90
Sex Tape,Sony,38543473,movie,116547,10,1,5.1,r,5,2.6,sex tape (2014),comedy,2014,7,Sex Tape,116440,nm0440458,actor,Jason Segel,94
Curly Sue,WB,33691313,movie,22815,10,1,5.9,pg,3,2.33,curly sue (1991),comedy|drama,1991,10,Curly Sue,22776,nm0000455,actor,Jim Belushi,101
Reform School Girls,NW,2510433,movie,2897,10,1,5.4,r,1,5.0,reform school girls (1986),action|drama,1986,8,Reform School Girls,2890,nm0221265,actress,Linda Carol,94
Chasing Liberty,WB,12195626,movie,40689,10,1,6.1,pg-13,8,3.94,chasing liberty (2004),comedy|romance,2004,1,Chasing Liberty,40640,nm0128225,actress,Mandy Moore,101
