title,studio,lifetime_gross,movieId,imdbId,tmdbId,mediaType,imdb_ratingCount,imdb_bestRating,imdb_worstRating,imdb_averageRating,contentRating,smallLensRatingCount,smallLensRatingAvg,title_lowercase,genres,smallLensTagCount,releaseYear,releaseMonth,nconst,tconst,titleType,primaryTitle,originalTitle,numVotes,directors,writers,category,primaryName,startYear,runtimeMinutes,averageRating,isAdult
Generation Iron 2,VLA,4439,171891,tt6263642,447818,movie,2546,10,1,6.1,pg-13,1,3.5,generation iron 2,(no genres listed),"",2017,5,nm0000216,tt6263642,movie,Generation Iron 2,Generation Iron 2,2544,nm2852166,"nm3161790,nm2852166",self,Arnold Schwarzenegger,2017,106,6,0
Metropolis,Par.,1236166,2010,tt0017136,19,movie,181950,10,1,8.3,not rated,21,3.86,metropolis (1927),drama|sci-fi,"",1927,3,nm0375609,tt0017136,movie,Metropolis,Metropolis,181672,nm0000485,"nm0902376,nm0000485",actress,Brigitte Helm,1927,153,8,0
The Mummy,Uni.,155385488,2633,tt0023245,15849,movie,29448,10,1,7.0,approved,3,3.33,mummy  the (1932),horror|romance,"",1932,12,nm0000472,tt0023245,movie,The Mummy,The Mummy,29365,nm0005713,"nm0701233,nm0770337,nm0049721",actor,Boris Karloff,1932,73,7,0
Mighty Joe Young,BV,50632037,2430,tt0041650,39314,"","","","","","",6,2.83,mighty joe young (1949),adventure|children|drama,"","","",nm0601930,tt0041650,movie,Mighty Joe Young,Mighty Joe Young,5595,nm0774325,"nm0741656,nm0178260",actress,Terry Moore,1949,94,7,0
Singin' in the Rain,MGM,1826108,899,tt0045152,872,movie,254926,10,1,8.3,g,47,4.07,singin' in the rain (1952),comedy|musical|romance,1,1952,4,nm0000037,tt0045152,movie,Singin' in the Rain,Singin' in the Rain,254524,"nm0002045,nm0000037","nm0173679,nm0337582",actor,Gene Kelly,1952,103,8,0
Godzilla,Sony,136314294,2363,tt0047034,1678,movie,36853,10,1,7.5,not rated,3,2.17,godzilla (gojira) (1954),drama|horror|sci-fi,"",2004,5,nm0793766,tt0047034,movie,Godzilla,Gojira,36727,nm0393094,"nm0613609,nm0393094,nm0443227,nm0849083",actor,Takashi Shimura,1954,96,7,0
Rififi,UMPO,460226,4298,tt0048021,934,movie,36238,10,1,8.1,not rated,2,4.75,rififi (du rififi chez les hommes) (1955),crime|film-noir|thriller,"",1956,6,nm0785771,tt0048021,movie,Rififi,Du rififi chez les hommes,36200,nm0202088,"nm0494138,nm0202088,nm0923941",actor,Jean Servais,1955,118,8,0
Nights of Cabiria,Lope.,752045,2351,tt0050783,19426,movie,51240,10,1,8.1,not rated,7,4.29,nights of cabiria (notti di cabiria  le) (1957),drama,1,1957,10,nm0556399,tt0050783,movie,Nights of Cabiria,Le notti di Cabiria,51178,nm0000019,"nm0000019,nm0280919,nm0684083,nm0001596,nm0740021",actress,Giulietta Masina,1957,110,8,0
House of Usher,Reg.,1677,4403,tt0053925,23439,movie,15051,10,1,6.9,approved,2,3.0,fall of the house of usher  the (house of usher) (1960),horror,"",1960,9,nm0001637,tt0053925,movie,House of Usher,The Fall of the House of Usher,14985,nm0000339,"nm0000590,nm0558577",actor,Vincent Price,1960,79,6,0
The Time Machine,DW,56832494,3959,tt0054387,2134,"","","","","","",8,3.63,time machine  the (1960),action|adventure|sci-fi,"","","",nm0001792,tt0054387,movie,The Time Machine,The Time Machine,43818,nm0657162,"nm0241949,nm0920229",actor,Rod Taylor,1960,103,7,0
Village of the Damned,Uni.,9418365,2553,tt0054443,11773,"","","","","","",6,3.08,village of the damned (1960),horror|sci-fi|thriller,1,"","",nm0001695,tt0054443,movie,Village of the Damned,Village of the Damned,18784,nm0727211,"nm0798103,nm0727211,nm0455785,nm0943909",actor,George Sanders,1960,77,7,0
The Crazies,Over.,39123589,6395,tt0069895,29425,movie,14470,10,1,6.1,r,1,3.5,crazies  the (a.k.a. code name: trixie) (1973),action|drama|horror|sci-fi|thriller,"",1973,3,nm0140889,tt0069895,movie,The Crazies,The Crazies,14439,nm0001681,"nm0566130,nm0001681",actress,Lane Carroll,1973,103,6,0
That's Entertainment!,MGM,26890200,8998,tt0072272,33740,"","","","","","",1,4.0,that's entertainment (1974),documentary,1,"","",nm0000001,tt0072272,movie,That's Entertainment!,That's Entertainment!,5343,nm0355074,nm0355074,self,Fred Astaire,1974,135,7,0
The Omen,Fox,60922980,1350,tt0075005,794,movie,128195,10,1,7.5,r,22,3.82,omen  the (1976),horror|mystery|thriller,1,1976,6,nm0000060,tt0075005,movie,The Omen,The Omen,127801,nm0001149,nm0783544,actor,Gregory Peck,1976,111,7,0
Silent Movie,Fox,36145695,8512,tt0075222,10970,movie,18194,10,1,6.7,passed,1,3.5,silent movie (1976),comedy,"",1976,6,nm0000316,tt0075222,movie,Silent Movie,Silent Movie,18179,nm0000316,"nm0000316,nm0164444,nm0209918,nm0001469",actor,Mel Brooks,1976,87,6,0
Suspiria,Amazon,2483472,4437,tt0076786,11906,movie,102586,10,1,7.3,r,8,3.94,suspiria (1977),horror,"",1977,8,nm0363888,tt0076786,movie,Suspiria,Suspiria,102243,nm0000783,"nm0000783,nm0630453,nm0211063",actress,Jessica Harper,1977,99,7,0
La Cage aux Folles,MGM,20424259,4705,tt0077288,4484,movie,11660,10,1,7.2,r,1,3.0,cage aux folles  la (1978),comedy,"",1979,5,nm0865575,tt0077288,movie,La Cage aux Folles,La Cage aux folles,11644,nm0596850,"nm0688497,nm0891554,nm0596850,nm0200473",actor,Ugo Tognazzi,1978,97,7,0
Interiors,UA,10432366,3813,tt0077742,15867,movie,20605,10,1,7.3,pg,3,4.17,interiors (1978),drama,"",1978,10,nm0000473,tt0077742,movie,Interiors,Interiors,20571,nm0000095,nm0000095,actress,Diane Keaton,1978,92,7,0
Somewhere in Time,Uni.,9709597,1286,tt0081534,16633,movie,31691,10,1,7.2,pg,7,3.07,somewhere in time (1980),drama|romance,"",1980,10,nm0001659,tt0081534,movie,Somewhere in Time,Somewhere in Time,31610,nm0844358,nm0558577,actor,Christopher Reeve,1980,103,7,0
Body Heat,WB,24058838,2917,tt0082089,14412,movie,39263,10,1,7.4,r,10,4.0,body heat (1981),crime|thriller,"",1981,8,nm0000458,tt0082089,movie,Body Heat,Body Heat,39196,nm0001410,nm0001410,actor,William Hurt,1981,113,7,0
Eyewitness,Fox,6400000,5733,tt0082353,31679,movie,5605,10,1,5.9,r,1,4.0,eyewitness (janitor  the) (1981),thriller,"",1981,2,nm0000458,tt0082353,movie,Eyewitness,Eyewitness,5598,nm0946811,nm0856270,actor,William Hurt,1981,103,5,0
The Road Warrior,WB,23667907,3703,tt0082694,8810,movie,189670,10,1,7.6,r,40,4.04,road warrior  the (mad max 2) (1981),action|adventure|sci-fi|thriller,"",1982,5,nm0000154,tt0082694,movie,The Road Warrior,Mad Max 2,189464,nm0004306,"nm0371249,nm0004306,nm0360352,nm0447945",actor,Mel Gibson,1981,96,7,0
The Beast Within,MGM,7742572,5925,tt0083629,40219,movie,4367,10,1,5.6,r,2,2.0,beast within  the (1982),horror,"",1982,2,nm0001074,tt0083629,movie,The Beast Within,The Beast Within,4344,nm0602333,"nm0276169,nm0506398",actor,Ronny Cox,1982,98,5,0
Missing,Uni.,14000000,6101,tt0084335,15600,movie,22728,10,1,7.7,pg,1,4.0,missing (1982),drama|mystery|thriller,3,1982,3,nm0000493,tt0084335,movie,Missing,Missing,22690,nm0002020,"nm0002020,nm0829329,nm0369564,nm0629615",actor,Jack Lemmon,1982,122,7,0
Richard Pryor: Live on the Sunset Strip,Col.,36299720,6122,tt0084597,21923,movie,4333,10,1,7.6,r,2,4.0,richard pryor live on the sunset strip (1982),comedy|documentary,"",1982,3,nm0001640,tt0084597,movie,Richard Pryor: Live on the Sunset Strip,Richard Pryor: Live on the Sunset Strip,4328,nm0493615,"nm0600763,nm0001640",self,Richard Pryor,1982,82,7,0
All the Right Moves,Fox,17233166,5226,tt0085154,18172,movie,20056,10,1,6.0,r,2,2.25,all the right moves (1983),drama|romance,"",1983,10,nm0000129,tt0085154,movie,All the Right Moves,All the Right Moves,20040,nm0152469,"nm0437393,nm0430126",actor,Tom Cruise,1983,91,6,0
Amityville 3-D,Orion,6333135,1323,tt0085159,27214,movie,7316,10,1,4.2,pg,3,1.67,amityville 3-d (1983),horror,"",1983,11,nm0731634,tt0085159,movie,Amityville 3-D,Amityville 3-D,7305,nm0281507,nm0024388,actor,Tony Roberts,1983,105,4,0
The Man with Two Brains,WB,10353438,2111,tt0085894,11591,"","","","","","",10,3.25,man with two brains  the (1983),comedy,"","","",nm0000188,tt0085894,movie,The Man with Two Brains,The Man with Two Brains,27445,nm0005348,"nm0320553,nm0000188,nm0005348",actor,Steve Martin,1983,93,6,0
Sudden Impact,WB,67642693,4957,tt0086383,10650,movie,47738,10,1,6.6,r,2,3.5,sudden impact (1983),crime|thriller,"",1983,12,nm0000142,tt0086383,movie,Sudden Impact,Sudden Impact,47676,nm0000142,"nm0277807,nm0277849,nm0830472,nm0808073,nm0682309,nm0679326,nm0718466",actor,Clint Eastwood,1983,117,6,0
Uncommon Valor,Par.,30503151,4353,tt0086508,9967,movie,11413,10,1,6.3,r,1,3.0,uncommon valor (1983),action|war,"",1983,12,nm0000432,tt0086508,movie,Uncommon Valor,Uncommon Valor,11401,nm0467646,"nm0311020,nm0369567",actor,Gene Hackman,1983,105,6,0
Amadeus,Orion,51973029,1225,tt0086879,279,movie,419683,10,1,8.4,pg,76,4.18,amadeus (1984),drama,2,1984,9,nm0000719,tt0086879,movie,Amadeus,Amadeus,419146,nm0001232,"nm0787323,nm0537004",actor,F. Murray Abraham,1984,160,8,0
Police Academy,WB,81198894,2378,tt0087928,9336,movie,134432,10,1,6.7,r,22,3.02,police academy (1984),comedy|crime,"",1984,3,nm0000430,tt0087928,movie,Police Academy,Police Academy,134193,nm0933505,"nm0411477,nm0698493,nm0933505,nm0556487",actor,Steve Guttenberg,1984,96,6,0
The Pope of Greenwich Village,MGM,6836201,2347,tt0087932,32081,"","","","","","",3,2.33,pope of greenwich village  the (1984),drama,"","","",nm0000616,tt0087932,movie,The Pope of Greenwich Village,The Pope of Greenwich Village,9584,nm0742341,nm0665932,actor,Eric Roberts,1984,121,6,0
D.A.R.Y.L.,Par.,7840873,9004,tt0088979,16248,movie,13749,10,1,6.2,pg,1,2.0,d.a.r.y.l. (1985),adventure|children|sci-fi,"",1985,6,nm0002148,tt0088979,movie,D.A.R.Y.L.,D.A.R.Y.L.,13735,nm0934578,"nm0024388,nm0778819,nm1521062",actress,Mary Beth Hurt,1985,99,6,0
Morons from Outer Space,Uni.,441137,4952,tt0089622,33525,movie,2101,10,1,4.5,pg-13,1,2.0,morons from outer space (1985),comedy|sci-fi,"",1985,9,nm0809321,tt0089622,movie,Morons from Outer Space,Morons from Outer Space,2101,nm0388198,"nm0722619,nm0809321",actor,Mel Smith,1985,86,4,0
Rocky IV,UA,127873716,2411,tt0089927,1374,movie,221805,10,1,6.9,pg,29,2.71,rocky iv (1985),action|drama,1,1985,11,nm0000230,tt0089927,movie,Rocky IV,Rocky IV,221396,nm0000230,nm0000230,actor,Sylvester Stallone,1985,91,6,0
Sweet Dreams,TriS,9085049,7083,tt0090110,42045,movie,5197,10,1,7.0,pg-13,1,3.0,sweet dreams (1985),drama,"",1985,10,nm0001448,tt0090110,movie,Sweet Dreams,Sweet Dreams,5190,nm0718554,nm0315205,actress,Jessica Lange,1985,115,7,0
Black Widow,Fox,25205460,7305,tt0090738,19345,movie,10761,10,1,6.4,r,2,2.5,black widow (1987),crime|drama|mystery|thriller,"",1987,2,nm0000700,tt0090738,movie,Black Widow,Black Widow,10734,nm0706182,nm0060103,actress,Debra Winger,1987,102,6,0
Gung Ho,Par.,36611610,2374,tt0091159,13698,movie,13699,10,1,6.3,pg-13,9,3.17,gung ho (1986),comedy|drama,"",1986,3,nm0000474,tt0091159,movie,Gung Ho,Gung Ho,13665,nm0000165,"nm0089637,nm0304665,nm0541632",actor,Michael Keaton,1986,112,6,0
Heartbreak Ridge,WB,42724017,2476,tt0091187,10015,movie,47111,10,1,6.8,r,12,3.75,heartbreak ridge (1986),action|war,"",1986,12,nm0000142,tt0091187,movie,Heartbreak Ridge,Heartbreak Ridge,47016,nm0000142,"nm0135829,nm0352518,nm0830472",actor,Clint Eastwood,1986,130,6,0
Maximum Overdrive,DEG,7433663,2119,tt0091499,9980,movie,35049,10,1,5.4,r,3,1.33,maximum overdrive (1986),horror,"",1986,7,nm0000389,tt0091499,movie,Maximum Overdrive,Maximum Overdrive,34980,nm0000175,nm0000175,actor,Emilio Estevez,1986,98,5,0
Psycho III,Uni.,14481606,2903,tt0091799,12662,"","","","","","",2,2.5,psycho iii (1986),horror|thriller,"","","",nm0000578,tt0091799,movie,Psycho III,Psycho III,16060,nm0000578,"nm0688279,nm0088645",actor,Anthony Perkins,1986,93,5,0
Top Gun,Par.,179800601,1101,tt0092099,744,movie,487802,10,1,6.9,pg,83,3.3,top gun (1986),action|romance,2,1986,5,nm0000129,tt0092099,movie,Top Gun,Top Gun,486936,nm0001716,"nm0143596,nm0258390,nm1274594,nm0803730",actor,Tom Cruise,1986,109,6,0
Benji the Hunted,BV,22257624,3673,tt0092638,21299,movie,3293,10,1,6.2,g,2,4.5,benji the hunted (1987),adventure|children,"",1987,6,nm0824134,tt0092638,movie,Benji the Hunted,Benji the Hunted,3285,nm0131995,nm0131995,actor,Red Steagall,1987,88,6,0
Fatal Attraction,Par.,156645693,3101,tt0093010,10998,movie,94555,10,1,6.9,r,36,3.1,fatal attraction (1987),drama|thriller,1,1987,9,nm0000140,tt0093010,movie,Fatal Attraction,Fatal Attraction,94368,nm0001490,nm0213139,actor,Michael Douglas,1987,119,6,0
No Man's Land,MGM,1012153,4139,tt0093638,34379,movie,5237,10,1,6.1,r,1,3.0,no man's land (1987),crime|drama,"",1987,10,nm0000221,tt0093638,movie,No Man's Land,No Man's Land,5222,nm0921464,nm0937725,actor,Charlie Sheen,1987,107,6,0
Alien Nation,Fox,25216243,3701,tt0094631,10128,movie,16405,10,1,6.3,r,13,3.12,alien nation (1988),crime|drama|sci-fi|thriller,"",1988,10,nm0001001,tt0094631,movie,Alien Nation,Alien Nation,16389,nm0048491,nm0639328,actor,James Caan,1988,91,6,0
Another Woman,Orion,1562749,4393,tt0094663,22478,movie,14736,10,1,7.2,pg,1,4.5,another woman (1988),drama,"",1988,11,nm0001687,tt0094663,movie,Another Woman,Another Woman,14719,nm0000095,nm0000095,actress,Gena Rowlands,1988,81,7,0
The Blood of Heroes,NL,882290,6583,tt0094764,21512,movie,7433,10,1,6.3,r,1,4.0,blood of heroes  the (salute of the jugger  the) (1989),action|sci-fi,"",1990,2,nm0000442,tt0094764,movie,The Blood of Heroes,The Blood of Heroes,7424,nm0672459,nm0672459,actor,Rutger Hauer,1989,90,6,0
Clara's Heart,WB,5194491,3714,tt0094882,73079,movie,2513,10,1,6.1,pg-13,1,2.5,clara's heart (1988),drama,"",1988,10,nm0000155,tt0094882,movie,Clara's Heart,Clara's Heart,2510,nm0612322,"nm0647835,nm0575865",actress,Whoopi Goldberg,1988,90,6,0
Frantic,WB,17637950,4506,tt0095174,10675,movie,56809,10,1,6.9,r,3,3.17,frantic (1988),crime|mystery|thriller,"",1988,2,nm0000148,tt0095174,movie,Frantic,Frantic,56757,nm0000591,"nm0000591,nm0102722,nm0001801,nm0343391",actor,Harrison Ford,1988,120,6,0
Hellbound: Hellraiser II,NW,12090735,3918,tt0095294,9064,movie,55018,10,1,6.4,r,9,3.28,hellbound: hellraiser ii (1988),horror,"",1988,12,nm0103208,tt0095294,movie,Hellbound: Hellraiser II,Hellbound: Hellraiser II,54852,nm0709752,"nm0040643,nm0000850",actor,Doug Bradley,1988,97,6,0
The Night Before,Sony,43047372,172253,tt0095730,38966,movie,3521,10,1,6.1,pg-13,1,3.0,the night before (1988),comedy,"",1988,4,nm0000206,tt0095730,movie,The Night Before,The Night Before,3513,nm0248054,"nm0248054,nm0771063",actor,Keanu Reeves,1988,90,6,0
Plain Clothes,Par.,289323,172229,tt0095875,55728,movie,1038,10,1,6.2,pg,1,3.0,plain clothes (1988),comedy|mystery|romance|thriller,"",1989,3,nm0397124,tt0095875,movie,Plain Clothes,Plain Clothes,1035,nm0004838,"nm0291082,nm0898982",actor,Arliss Howard,1988,98,6,0
Red Heat,TriS,34994648,4531,tt0095963,9604,movie,74762,10,1,6.1,r,3,2.67,red heat (1988),action,"",1988,6,nm0000216,tt0095963,movie,Red Heat,Red Heat,74642,nm0001353,"nm0001353,nm0459067,nm0448392",actor,Arnold Schwarzenegger,1988,104,6,0
Heart of a Dog,Abr.,420813,60904,tt0096126,43680,movie,8713,10,1,8.6,pg,1,4.0,heart of a dog (sobachye serdtse) (1988),comedy|drama|sci-fi,"",1988,11,nm0422392,tt0096126,tvMovie,Heart of a Dog,Sobache serdtse,8686,nm0097541,"nm0097540,nm0119888",actor,Evgeniy Evstigneev,1988,136,8,0
Stealing Home,WB,7467504,3138,tt0096171,32331,movie,4840,10,1,6.6,pg-13,2,3.0,stealing home (1988),drama,"",1988,8,nm0001319,tt0096171,movie,Stealing Home,Stealing Home,4831,"nm0436950,nm0017620","nm0436950,nm0017620",actor,Mark Harmon,1988,98,6,0
Talk Radio,Uni.,3468572,4009,tt0096219,10132,movie,14374,10,1,7.2,r,2,3.0,talk radio (1988),drama,"",1989,1,nm0091899,tt0096219,movie,Talk Radio,Talk Radio,14353,nm0000231,"nm0802354,nm0091899,nm0767730,nm0000231",actor,Eric Bogosian,1988,110,7,0
Tucker: The Man and His Dream,Par.,19652638,4557,tt0096316,28176,movie,21345,10,1,6.9,pg,1,3.0,tucker: the man and his dream (1988),drama,"",1988,8,nm0000313,tt0096316,movie,Tucker: The Man and His Dream,Tucker: The Man and His Dream,21318,nm0000338,"nm0776068,nm0782436",actor,Jeff Bridges,1988,110,6,0
Chances Are,TriS,16278590,4578,tt0097044,3064,movie,13450,10,1,6.5,pg,2,2.5,chances are (1989),comedy|romance,"",1989,3,nm0001732,tt0097044,movie,Chances Are,Chances Are,13427,nm0001915,"nm0398286,nm0398287",actress,Cybill Shepherd,1989,108,6,0
Disorganized Crime,BV,7723506,4583,tt0097211,30352,movie,2525,10,1,6.2,r,1,4.0,disorganized crime (1989),action|comedy,"",1989,4,nm0001924,tt0097211,movie,Disorganized Crime,Disorganized Crime,2522,nm0467942,nm0467942,actor,Hoyt Axton,1989,98,6,0
Farewell to the King,Orion,2420917,4594,tt0097334,20713,movie,3061,10,1,6.2,pg-13,1,3.0,farewell to the king (1989),action|war,"",1989,3,nm0000560,tt0097334,movie,Farewell to the King,Farewell to the King,3058,nm0587518,"nm0006954,nm0587518",actor,Nick Nolte,1989,117,6,0
The Punisher,Lions,33810189,4636,tt0098141,8867,movie,25250,10,1,5.6,r,3,2.33,punisher  the (1989),action,"",1989,10,nm0000185,tt0098141,movie,The Punisher,The Punisher,25210,nm0325358,nm0945026,actor,Dolph Lundgren,1989,89,5,0
Uncle Buck,Uni.,66758538,4679,tt0098554,2616,movie,104510,10,1,7.1,pg,13,2.88,uncle buck (1989),comedy,"",1989,8,nm0001006,tt0098554,movie,Uncle Buck,Uncle Buck,104251,nm0000455,nm0000455,actor,John Candy,1989,100,7,0
We're No Angels,Par.,10555348,2264,tt0098625,5971,movie,24329,10,1,6.1,pg-13,4,2.75,we're no angels (1989),comedy|crime,"",1989,12,nm0000134,tt0098625,movie,We're No Angels,We're No Angels,24303,nm0001403,"nm0000519,nm0532030,nm0404062,nm0818416,nm0818415",actor,Robert De Niro,1989,106,6,0
An Angel at My Table,FL,1054638,6671,tt0099040,2891,movie,8524,10,1,7.4,r,1,4.0,angel at my table  an (1990),drama,"",1990,9,nm0289098,tt0099040,movie,An Angel at My Table,An Angel at My Table,8503,nm0001005,"nm0289737,nm0428630",actress,Kerry Fox,1990,158,7,0
The Bonfire of the Vanities,WB,15691192,3130,tt0099165,9586,movie,26321,10,1,5.6,r,5,2.4,bonfire of the vanities (1990),comedy|crime|drama,"",1990,12,nm0000158,tt0099165,movie,The Bonfire of the Vanities,The Bonfire of the Vanities,26290,nm0000361,"nm0188165,nm0004366",actor,Tom Hanks,1990,125,5,0
Book of Love,NL,1382259,8402,tt0099166,52560,movie,1243,10,1,6.1,pg-13,1,2.0,book of love (1990),comedy|romance,"",1991,2,nm0949385,tt0099166,movie,Book of Love,Book of Love,1242,nm0790144,nm0467889,actor,Chris Young,1990,82,6,0
Henry & June,Uni.,11567449,7487,tt0099762,17993,movie,13970,10,1,6.3,nc-17,1,4.0,henry & june (1990),drama,"",1990,10,nm0911542,tt0099762,movie,Henry & June,Henry & June,13959,nm0442241,"nm0632405,nm0442241,nm0442249",actor,Fred Ward,1990,136,6,0
Loose Cannons,TriS,5585154,6560,tt0100053,24558,movie,5079,10,1,4.9,r,1,2.0,loose cannons (1990),action|comedy,"",1990,2,nm0000432,tt0100053,movie,Loose Cannons,Loose Cannons,5068,nm0163706,"nm1075295,nm0558577,nm0163706",actor,Gene Hackman,1990,94,4,0
Meet the Applegates,Trit,485772,8425,tt0100129,76516,movie,2553,10,1,5.4,r,1,2.0,meet the applegates (1991),comedy,"",1991,2,nm0000893,tt0100129,movie,Meet the Applegates,Meet the Applegates,2551,nm0499724,"nm0499724,nm0799871",actor,Ed Begley Jr.,1990,90,5,0
Misery,Col.,61276872,3499,tt0100157,1700,movie,228581,10,1,7.8,r,44,3.84,misery (1990),drama|horror|thriller,7,1990,11,nm0001001,tt0100157,movie,Misery,Misery,227891,nm0001661,"nm0000175,nm0001279",actor,James Caan,1990,107,7,0
Mr. Destiny,BV,15379253,7012,tt0100201,2612,movie,13058,10,1,6.4,pg-13,1,3.0,mr. destiny (1990),comedy|fantasy,"",1990,10,nm0000902,tt0100201,movie,Mr. Destiny,Mr. Destiny,13044,nm0650561,"nm0650561,nm0189979",actor,Jim Belushi,1990,116,6,0
Reversal of Fortune,WB,15445131,4211,tt0100486,38718,"","","","","","",6,3.75,reversal of fortune (1990),drama,1,"","",nm0000460,tt0100486,movie,Reversal of Fortune,Reversal of Fortune,17932,nm0775447,"nm0220641,nm0443582",actor,Jeremy Irons,1990,111,7,0
Wild Orchid,Triu,11060485,5346,tt0100934,5203,movie,12730,10,1,4.5,r,2,1.75,wild orchid (1990),drama|romance,"",1990,4,nm0000620,tt0100934,movie,Wild Orchid,Wild Orchid,12721,nm0455394,"nm0461341,nm0455394",actor,Mickey Rourke,1989,105,4,0
The Lover,MGM,4899194,7010,tt0101316,10995,"","","","","","",3,3.5,lover  the (amant  l') (1992),drama|romance,"","","",nm0001506,tt0101316,movie,The Lover,L'amant,23003,nm0000269,"nm0243921,nm0102722,nm0000269",actress,Jane March,1992,115,6,0
Until the End of the World,WB,829625,1306,tt0101458,10341,"","","","","","",5,2.7,until the end of the world (bis ans ende der welt) (1991),adventure|drama|sci-fi,"","","",nm0000458,tt0101458,movie,Until the End of the World,Bis ans Ende der Welt,10963,nm0000694,"nm0137020,nm0000694,nm0231652,nm0021899",actor,William Hurt,1991,158,6,0
Career Opportunities,Uni.,11336986,45969,tt0101545,16270,movie,16757,10,1,5.8,pg-13,1,2.5,career opportunities (1991),comedy|romance,"",1991,3,nm0001844,tt0101545,movie,Career Opportunities,Career Opportunities,16720,nm0330057,nm0000455,actor,Frank Whaley,1991,83,5,0
Class Action,Fox,24277858,32058,tt0101590,15771,movie,8119,10,1,6.4,r,1,2.0,class action (1991),drama,"",1991,3,nm0000432,tt0101590,movie,Class Action,Class Action,8109,nm0000776,"nm0790960,nm0024686,nm0787154",actor,Gene Hackman,1991,110,6,0
Drop Dead Fred,NL,13878334,1126,tt0101775,10379,"","","","","","",6,2.83,drop dead fred (1991),comedy|fantasy,"","","",nm0000121,tt0101775,movie,Drop Dead Fred,Drop Dead Fred,30788,nm0429517,"nm1228100,nm0204313,nm0277759",actress,Phoebe Cates,1991,103,5,0
L.A. Story,TriS,28862081,2108,tt0102250,2107,movie,33960,10,1,6.7,pg-13,24,3.48,l.a. story (1991),comedy|romance,1,1991,2,nm0000188,tt0102250,movie,L.A. Story,L.A. Story,33937,nm0413875,nm0000188,actor,Steve Martin,1991,95,6,0
Nothing But Trouble,WB,8479793,2265,tt0102558,11933,"","","","","","",4,2.38,nothing but trouble (1991),adventure|comedy,"","","",nm0000331,tt0102558,movie,Nothing But Trouble,Nothing But Trouble,26761,nm0000101,"nm0043839,nm0000101",actor,Chevy Chase,1991,94,5,0
