title,title_lc,studio,directors,contentRate,rnTimeMin,genres,rlYr,rlMnth,type,primaryName,category,numVotes,imdbRtCnt,imdbRtBest,imdbRtWorst,imdbRtAvg,slRateCnt,slRateAvg,gross
Cocktail,cocktail (1988),0.0,4.0,2.0,104.0,3.0,25.0,25.0,0.0,8.0,36.0,90209.0,90275.0,10.0,1.0,5.9,11.0,2.95,7.8222753E7
The Rescuers Down Under,rescuers down under  the (1990),0.0,110.0,2.0,77.0,599.0,26.0,26.0,0.0,4.0,1448.0,46006.0,46108.0,10.0,1.0,6.8,10.0,3.5,2.7931461E7
The Rocketeer,rocketeer  the (1991),0.0,17.0,2.0,108.0,1068.0,28.0,28.0,0.0,7.0,111.0,60701.0,60774.0,10.0,1.0,6.6,39.0,3.26,4.6704056E7
Nobody Knows,nobody knows (dare mo shiranai) (2004),0.0,0.0,13.0,141.0,2490.0,5.0,5.0,0.0,0.0,584.0,30235.0,30306.0,10.0,1.0,8.0,2.0,4.25,684118.0
Run All Night,run all night (2015),0.0,20.0,0.0,114.0,43.0,11.0,11.0,0.0,2.0,134.0,113512.0,113591.0,10.0,1.0,6.6,3.0,2.17,2.6461644E7
Furious 7,furious 7 (2015),0.0,19.0,1.0,137.0,91.0,11.0,11.0,0.0,5.0,182.0,408124.0,408497.0,10.0,1.0,7.1,6.0,2.75,3.5300702E8
Made in America,made in america (1993),1.0,1.0,0.0,111.0,102.0,93.0,93.0,1.0,12.0,103.0,17544.0,0.0,0.0,0.0,0.0,11.0,2.86,4.4942695E7
The Best Man,best man  the (1999),0.0,2.0,1.0,120.0,554.0,12.0,12.0,0.0,0.0,365.0,11573.0,11584.0,10.0,1.0,6.7,1.0,3.0,3.410278E7
How to Lose a Guy in 10 Days,how to lose a guy in 10 days (2003),0.0,3.0,4.0,116.0,240.0,2.0,2.0,1.0,9.0,94.0,259538.0,260197.0,10.0,1.0,6.5,29.0,3.28,1.05813373E8
The Painted Veil,painted veil  the (2006),0.0,4.0,38.0,125.0,155.0,1.0,1.0,1.0,10.0,537.0,95217.0,95265.0,10.0,1.0,7.4,4.0,4.0,8060487.0
Armed and Dangerous,armed and dangerous (1986),0.0,12.0,10.0,88.0,187.0,30.0,30.0,0.0,1.0,590.0,12485.0,12502.0,10.0,1.0,5.7,8.0,2.75,1.5945534E7
The Ghost Writer,ghost writer  the (2010),0.0,32.0,47.0,128.0,58.0,18.0,18.0,0.0,2.0,32.0,168978.0,169125.0,10.0,1.0,7.2,7.0,3.79,1.5541549E7
The Five-Year Engagement,five-year engagement  the (2012),0.0,3.0,1.0,124.0,351.0,15.0,15.0,0.0,5.0,325.0,101704.0,101774.0,10.0,1.0,6.2,4.0,2.5,2.8835528E7
Shopgirl,shopgirl (2005),1.0,5.0,2.0,106.0,15.0,93.0,93.0,0.0,12.0,655.0,24516.0,0.0,0.0,0.0,0.0,7.0,3.0,1.0284523E7
The Man Who Knew Infinity,the man who knew infinity (2016),0.0,0.0,13.0,108.0,449.0,20.0,20.0,0.0,5.0,1435.0,60694.0,60798.0,10.0,1.0,7.2,1.0,3.0,3866794.0
For All Mankind,for all mankind (1989),0.0,6.0,199.0,80.0,1599.0,27.0,27.0,0.0,11.0,2150.0,6320.0,6332.0,10.0,1.0,8.1,0.0,0.0,770132.0
The Legend of Drunken Master,legend of drunken master  the (jui kuen ii) (1994),0.0,13.0,6.0,102.0,30.0,13.0,13.0,0.0,0.0,1914.0,48189.0,48233.0,10.0,1.0,7.5,16.0,4.13,1.155543E7
The Last Days of Disco,last days of disco  the (1998),0.0,2.0,26.0,113.0,1158.0,6.0,6.0,1.0,7.0,358.0,14123.0,14141.0,10.0,1.0,6.7,3.0,4.5,3020601.0
Spread,spread (2009),0.0,4.0,41.0,97.0,122.0,19.0,19.0,0.0,8.0,596.0,41406.0,41452.0,10.0,1.0,5.8,1.0,3.5,250618.0
Muppets Most Wanted,muppets most wanted (2014),0.0,300.0,2.0,107.0,540.0,16.0,16.0,0.0,2.0,523.0,36409.0,36463.0,10.0,1.0,6.4,3.0,3.33,5.1183113E7
Sex and the City 2,sex and the city 2 (2010),0.0,5.0,25.0,146.0,253.0,18.0,18.0,1.0,11.0,937.0,82931.0,83004.0,10.0,1.0,4.5,2.0,1.0,9.5347692E7
Serpico,serpico (1973),0.0,8.0,4.0,130.0,34.0,43.0,43.0,0.0,3.0,25.0,131383.0,131605.0,10.0,1.0,7.7,17.0,3.79,2.98E7
Coneheads,coneheads (1993),0.0,35.0,4.0,88.0,141.0,23.0,23.0,0.0,8.0,512.0,56996.0,57084.0,10.0,1.0,5.4,63.0,2.42,2.1274717E7
The Adventures of Pluto Nash,adventures of pluto nash  the (2002),0.0,103.0,0.0,95.0,16.0,0.0,0.0,0.0,1.0,247.0,26687.0,26713.0,10.0,1.0,3.9,3.0,2.33,4420080.0
Fatal Instinct,fatal instinct (1993),0.0,1.0,7.0,91.0,315.0,23.0,23.0,0.0,0.0,84.0,7946.0,7955.0,10.0,1.0,5.7,12.0,3.0,7839327.0
Stalingrad,stalingrad (1993),1.0,14.0,39.0,134.0,1277.0,93.0,93.0,0.0,12.0,753.0,36970.0,0.0,0.0,0.0,0.0,2.0,4.25,152972.0
She's So Lovely,she's so lovely (1997),1.0,4.0,6.0,100.0,47.0,93.0,93.0,0.0,12.0,263.0,8640.0,0.0,0.0,0.0,0.0,2.0,3.5,7281450.0
Ferris Bueller's Day Off,ferris bueller's day off (1986),0.0,1.0,4.0,103.0,83.0,30.0,30.0,0.0,7.0,138.0,378183.0,378737.0,10.0,1.0,7.8,109.0,3.84,7.0136369E7
We Are What We Are,we are what we are (2013),1.0,64.0,82.0,105.0,1066.0,93.0,93.0,0.0,12.0,607.0,21878.0,0.0,0.0,0.0,0.0,2.0,2.25,81381.0
Death Wish,death wish (2018),0.0,20.0,4.0,107.0,8.0,38.0,38.0,0.0,2.0,321.0,75022.0,75105.0,10.0,1.0,6.3,1.0,4.0,2.2E7
Quest for Fire,quest for fire (guerre du feu  la) (1981),1.0,36.0,3.0,100.0,1357.0,93.0,93.0,0.0,12.0,137.0,23522.0,0.0,0.0,0.0,0.0,7.0,3.79,2.0959585E7
Secretary,secretary (2002),0.0,5.0,14.0,107.0,277.0,0.0,0.0,0.0,0.0,1032.0,96196.0,96321.0,10.0,1.0,6.9,25.0,3.9,4059680.0
Moonrise Kingdom,moonrise kingdom (2012),1.0,5.0,15.0,94.0,1551.0,93.0,93.0,0.0,12.0,115.0,362626.0,0.0,0.0,0.0,0.0,29.0,3.78,4.5512466E7
The Cutting Edge,cutting edge  the (1992),0.0,5.0,7.0,101.0,440.0,24.0,24.0,0.0,2.0,265.0,21740.0,21778.0,10.0,1.0,6.9,12.0,2.79,2.5105517E7
The Big Green,big green  the (1995),0.0,15.0,2.0,100.0,204.0,9.0,9.0,0.0,6.0,2269.0,10740.0,10760.0,10.0,1.0,5.5,3.0,2.33,1.7736619E7
Buffalo '66,buffalo '66 (a.k.a. buffalo 66) (1998),0.0,4.0,14.0,110.0,562.0,6.0,6.0,0.0,7.0,721.0,58228.0,58383.0,10.0,1.0,7.4,12.0,3.42,2375097.0
8 Women,8 women (2002),0.0,619.0,15.0,111.0,462.0,0.0,0.0,1.0,0.0,617.0,33793.0,33830.0,10.0,1.0,7.0,3.0,3.83,3098776.0
Stone Reader,stone reader (2002),0.0,6.0,250.0,127.0,1119.0,93.0,93.0,0.0,12.0,2520.0,567.0,567.0,10.0,1.0,7.7,2.0,4.0,260523.0
Milk and Honey,milk and honey (2003),0.0,0.0,51.0,90.0,1184.0,2.0,2.0,0.0,10.0,2505.0,79.0,79.0,10.0,1.0,6.5,1.0,3.5,9331.0
Scream 4,scream 4 (2011),0.0,195.0,50.0,111.0,291.0,17.0,17.0,1.0,5.0,22.0,167145.0,167626.0,10.0,1.0,6.2,3.0,2.67,3.8180928E7
The Intern,the intern (2015),0.0,1.0,0.0,121.0,4.0,11.0,11.0,0.0,6.0,234.0,267367.0,267804.0,10.0,1.0,7.1,13.0,3.65,7.5764672E7
King Kong,king kong (1933),0.0,209.0,1.0,100.0,1368.0,85.0,85.0,1.0,5.0,1518.0,89288.0,89399.0,10.0,1.0,7.9,25.0,3.64,2.18080025E8
Smokin' Aces,smokin' aces (2006),1.0,20.0,1.0,109.0,492.0,93.0,93.0,0.0,12.0,384.0,150312.0,0.0,0.0,0.0,0.0,10.0,3.1,3.5787686E7
The Counselor,counselor  the (2013),0.0,10.0,3.0,117.0,153.0,22.0,22.0,0.0,0.0,5.0,104429.0,104548.0,10.0,1.0,5.4,1.0,1.5,1.6973715E7
Short Circuit 2,short circuit 2 (1988),0.0,35.0,12.0,110.0,1376.0,25.0,25.0,0.0,8.0,920.0,26417.0,26445.0,10.0,1.0,5.7,5.0,2.9,2.1630088E7
The Ninth Gate,ninth gate  the (1999),0.0,248.0,29.0,133.0,5.0,13.0,13.0,0.0,2.0,32.0,193383.0,193834.0,10.0,1.0,6.7,15.0,3.2,1.8661336E7
I Love Trouble,i love trouble (1994),0.0,13.0,2.0,123.0,64.0,21.0,21.0,0.0,7.0,242.0,12443.0,12450.0,10.0,1.0,5.3,8.0,2.69,3.0806194E7
Laurel Canyon,laurel canyon (2002),0.0,0.0,8.0,103.0,465.0,2.0,2.0,1.0,2.0,533.0,17324.0,17332.0,10.0,1.0,6.4,3.0,3.0,3663356.0
Hope Springs,hope springs (2003),0.0,3.0,5.0,92.0,123.0,2.0,2.0,0.0,11.0,403.0,7599.0,7611.0,10.0,1.0,5.4,1.0,1.0,6.3536011E7
The Karate Kid,karate kid  the (1984),0.0,0.0,10.0,126.0,386.0,33.0,33.0,0.0,7.0,56.0,238611.0,238985.0,10.0,1.0,7.3,38.0,3.57,9.1216087E7
Last Night,last night (1998),1.0,52.0,119.0,95.0,1281.0,93.0,93.0,0.0,12.0,1210.0,10043.0,0.0,0.0,0.0,0.0,1.0,4.0,98986.0
It's My Party,it's my party (1996),1.0,0.0,7.0,110.0,461.0,93.0,93.0,0.0,12.0,227.0,3180.0,0.0,0.0,0.0,0.0,2.0,4.0,622503.0
Igor,igor (2008),0.0,89.0,7.0,87.0,24.0,10.0,10.0,0.0,6.0,1121.0,24100.0,24125.0,10.0,1.0,5.9,2.0,3.5,1.9528602E7
Grizzly Man,grizzly man (2005),0.0,6.0,14.0,103.0,2398.0,7.0,7.0,3.0,6.0,150.0,60211.0,60332.0,10.0,1.0,7.8,5.0,3.7,3178403.0
Turbulence,turbulence (1997),0.0,18.0,7.0,100.0,199.0,14.0,14.0,0.0,10.0,1447.0,12431.0,12439.0,10.0,1.0,4.9,1.0,1.0,1.1538235E7
Eternal Sunshine of the Spotless Mind,eternal sunshine of the spotless mind (2004),0.0,84.0,15.0,108.0,51.0,5.0,5.0,0.0,2.0,222.0,1051374.0,1052966.0,10.0,1.0,8.3,131.0,4.16,3.4400301E7
Firewalker,firewalker (1986),0.0,125.0,36.0,105.0,219.0,30.0,30.0,0.0,4.0,229.0,7388.0,7400.0,10.0,1.0,5.1,3.0,3.33,1.1949484E7
The Collector,collector  the (la collectionneuse) (1967),0.0,0.0,71.0,89.0,2069.0,44.0,44.0,0.0,2.0,374.0,9538.0,9550.0,10.0,1.0,7.3,1.0,3.5,7712114.0
Ransom,ransom (1996),0.0,23.0,2.0,121.0,9.0,8.0,8.0,0.0,4.0,3.0,133241.0,133379.0,10.0,1.0,6.7,37.0,3.34,1.36492681E8
The Green Mile,green mile  the (1999),0.0,8.0,0.0,189.0,1.0,12.0,12.0,0.0,3.0,348.0,1369018.0,1371335.0,10.0,1.0,8.6,111.0,4.15,1.36801374E8
The Principal,principal  the (1987),0.0,28.0,12.0,109.0,236.0,29.0,29.0,0.0,6.0,282.0,11449.0,11466.0,10.0,1.0,6.3,2.0,3.25,1.973494E7
Paradise Road,paradise road (1997),0.0,14.0,11.0,122.0,227.0,14.0,14.0,1.0,5.0,76.0,5820.0,5829.0,10.0,1.0,6.8,1.0,3.5,2007100.0
The Three Stooges,three stooges  the (2012),0.0,1.0,3.0,92.0,2258.0,15.0,15.0,0.0,5.0,89.0,32735.0,32756.0,10.0,1.0,5.1,2.0,1.25,4.4338224E7
Miss Potter,miss potter (2006),0.0,0.0,56.0,88.0,200.0,1.0,1.0,1.0,2.0,744.0,31289.0,31317.0,10.0,1.0,7.0,2.0,3.75,3005605.0
Casino Royale,casino royale (2006),0.0,25.0,5.0,144.0,125.0,3.0,3.0,0.0,4.0,90.0,681670.0,682525.0,10.0,1.0,8.0,81.0,3.94,1.6744596E8
Ted 2,ted 2 (2015),0.0,1.0,1.0,115.0,32.0,11.0,11.0,0.0,7.0,595.0,225315.0,225840.0,10.0,1.0,6.3,9.0,2.78,8.1476385E7
Ernest Saves Christmas,ernest saves christmas (1988),0.0,15.0,2.0,95.0,283.0,25.0,25.0,0.0,4.0,284.0,12264.0,12295.0,10.0,1.0,5.7,4.0,1.63,2.8202109E7
Devil in a Blue Dress,devil in a blue dress (1995),0.0,168.0,5.0,102.0,6.0,9.0,9.0,0.0,6.0,274.0,22775.0,22870.0,10.0,1.0,6.8,14.0,3.32,1.6140822E7
Secret Window,secret window (2004),0.0,46.0,5.0,96.0,5.0,5.0,5.0,0.0,2.0,228.0,206124.0,206424.0,10.0,1.0,6.5,15.0,3.3,4.80229E7
Cowboys & Aliens,cowboys & aliens (2011),1.0,486.0,1.0,119.0,125.0,93.0,93.0,0.0,12.0,163.0,228898.0,0.0,0.0,0.0,0.0,9.0,3.0,1.00240551E8
Phantasm,phantasm (1979),0.0,56.0,107.0,89.0,892.0,39.0,39.0,0.0,2.0,286.0,40323.0,40416.0,10.0,1.0,6.6,14.0,2.89,1.1988469E7
Kit Kittredge: An American Girl,kit kittredge: an american girl (2008),0.0,600.0,67.0,101.0,565.0,10.0,10.0,1.0,8.0,371.0,6258.0,6263.0,10.0,1.0,6.5,2.0,3.0,1.7657973E7
Tea with Mussolini,tea with mussolini (1999),0.0,194.0,7.0,117.0,521.0,12.0,12.0,1.0,11.0,359.0,14012.0,14021.0,10.0,1.0,6.9,6.0,4.25,1.4401563E7
O,o (2001),0.0,0.0,14.0,95.0,785.0,4.0,4.0,0.0,1.0,612.0,21764.0,21774.0,10.0,1.0,6.1,4.0,3.63,1.6025437E7
Harry Brown,harry brown (2009),0.0,10.0,20.0,103.0,62.0,18.0,18.0,0.0,11.0,2716.0,90285.0,90333.0,10.0,1.0,7.2,2.0,4.0,1818681.0
Knights of Badassdom,knights of badassdom (2013),0.0,81.0,82.0,86.0,545.0,16.0,16.0,0.0,5.0,2559.0,21287.0,21298.0,10.0,1.0,5.6,2.0,2.25,123854.0
Onegin,onegin (1999),0.0,4.0,20.0,106.0,100.0,12.0,12.0,0.0,4.0,1627.0,8187.0,8193.0,10.0,1.0,6.8,2.0,3.0,206128.0
The Damned United,damned united  the (2009),0.0,0.0,8.0,98.0,1187.0,19.0,19.0,0.0,2.0,570.0,45386.0,45423.0,10.0,1.0,7.5,2.0,4.25,449865.0
Prefontaine,prefontaine (1997),1.0,0.0,2.0,106.0,483.0,93.0,93.0,0.0,12.0,575.0,7578.0,0.0,0.0,0.0,0.0,5.0,3.5,589304.0
Stay,stay (2005),0.0,16.0,3.0,99.0,58.0,7.0,7.0,0.0,0.0,165.0,84108.0,84227.0,10.0,1.0,6.7,4.0,3.0,3626883.0
Cyrano de Bergerac,cyrano de bergerac (1990),0.0,5.0,48.0,137.0,145.0,26.0,26.0,0.0,3.0,1013.0,25465.0,25499.0,10.0,1.0,7.5,12.0,4.13,5820020.0
To Die For,to die for (1995),0.0,100.0,5.0,106.0,45.0,9.0,9.0,1.0,0.0,27.0,51445.0,51507.0,10.0,1.0,6.8,32.0,3.31,2.1284514E7
The Bells of St. Mary's,bells of st. mary's  the (1945),0.0,0.0,116.0,126.0,598.0,67.0,67.0,0.0,9.0,965.0,8892.0,8902.0,10.0,1.0,7.2,1.0,3.5,2.1333333E7
The Nines,nines  the (2007),0.0,37.0,46.0,100.0,66.0,1.0,1.0,0.0,4.0,1342.0,34435.0,34447.0,10.0,1.0,6.2,1.0,2.5,63165.0
The Rocker,rocker  the (2008),0.0,1.0,3.0,102.0,816.0,10.0,10.0,0.0,1.0,531.0,39791.0,39802.0,10.0,1.0,6.2,2.0,2.75,6409528.0
The Trip,trip  the (2010),1.0,2.0,117.0,112.0,552.0,93.0,93.0,0.0,12.0,131.0,23215.0,0.0,0.0,0.0,0.0,1.0,4.0,306567.0
High Plains Drifter,high plains drifter (1973),0.0,92.0,1.0,105.0,2.0,43.0,43.0,0.0,5.0,2.0,62181.0,62275.0,10.0,1.0,7.4,11.0,4.18,1.57E7
10,10 (1979),0.0,3.0,0.0,122.0,270.0,39.0,39.0,0.0,0.0,105.0,19023.0,19049.0,10.0,1.0,6.1,4.0,3.38,7.4865517E7
Colombiana,colombiana (2011),0.0,93.0,12.0,108.0,2497.0,17.0,17.0,1.0,1.0,427.0,105856.0,105993.0,10.0,1.0,6.4,6.0,2.5,3.6665854E7
Battle for the Planet of the Apes,battle for the planet of the apes (1973),1.0,40.0,3.0,93.0,543.0,93.0,93.0,0.0,12.0,229.0,32788.0,0.0,0.0,0.0,0.0,9.0,2.78,8844595.0
The Next Best Thing,next best thing  the (2000),1.0,2.0,4.0,108.0,245.0,93.0,93.0,1.0,12.0,95.0,11586.0,0.0,0.0,0.0,0.0,3.0,2.17,1.4990582E7
September 11,"\"11'09\"\"01 - september 11 (2002)\"",0.0,0.0,160.0,134.0,1894.0,0.0,0.0,1.0,6.0,1476.0,5873.0,5878.0,10.0,1.0,6.9,2.0,4.0,127035.0
Mars Needs Moms,mars needs moms (2011),0.0,355.0,2.0,88.0,2269.0,17.0,17.0,0.0,2.0,666.0,23579.0,23607.0,10.0,1.0,5.4,1.0,3.5,2.1392758E7
The Bridge on the River Kwai,bridge on the river kwai  the (1957),0.0,127.0,10.0,161.0,881.0,76.0,76.0,0.0,3.0,185.0,229488.0,229728.0,10.0,1.0,8.1,45.0,4.12,2.72E7
Personal Velocity,personal velocity (2002),1.0,0.0,7.0,86.0,1753.0,93.0,93.0,1.0,12.0,429.0,3836.0,0.0,0.0,0.0,0.0,1.0,2.5,811299.0
One False Move,one false move (1992),0.0,196.0,130.0,105.0,316.0,24.0,24.0,0.0,11.0,274.0,13285.0,13355.0,10.0,1.0,7.1,4.0,3.75,1543112.0
Widows' Peak,widows' peak (1994),0.0,0.0,23.0,101.0,1604.0,21.0,21.0,1.0,11.0,225.0,1834.0,1841.0,10.0,1.0,6.7,3.0,3.0,6243722.0
Great Expectations,great expectations (1998),0.0,4.0,3.0,111.0,42.0,6.0,6.0,0.0,10.0,287.0,56041.0,56104.0,10.0,1.0,6.8,11.0,3.32,2.6420672E7
Alex Cross,alex cross (2012),0.0,120.0,42.0,101.0,2435.0,15.0,15.0,0.0,0.0,112.0,35067.0,35084.0,10.0,1.0,5.2,1.0,1.5,2.5888412E7
The Hoax,hoax  the (2007),1.0,8.0,6.0,116.0,46.0,93.0,93.0,0.0,12.0,21.0,17046.0,0.0,0.0,0.0,0.0,2.0,3.5,7164995.0
Deadpool,deadpool (2016),0.0,103.0,3.0,108.0,66.0,20.0,20.0,0.0,9.0,2630.0,1093753.0,1095546.0,10.0,1.0,8.0,54.0,3.83,3.63070709E8
Tower Heist,tower heist (2011),1.0,27.0,1.0,104.0,16.0,93.0,93.0,0.0,12.0,67.0,149220.0,0.0,0.0,0.0,0.0,4.0,3.5,7.804657E7
Hitchcock,hitchcock (2012),0.0,0.0,11.0,98.0,35.0,15.0,15.0,0.0,3.0,1670.0,78392.0,78443.0,10.0,1.0,6.8,5.0,3.5,6008677.0
Diary of a Wimpy Kid,diary of a wimpy kid (2010),0.0,15.0,3.0,94.0,564.0,18.0,18.0,0.0,2.0,848.0,56053.0,56323.0,10.0,1.0,6.2,1.0,3.5,6.4003625E7
Little Darlings,little darlings (1980),1.0,0.0,4.0,96.0,2359.0,93.0,93.0,1.0,12.0,598.0,6269.0,0.0,0.0,0.0,0.0,1.0,2.0,3.4326249E7
Stand by Me,stand by me (1986),0.0,36.0,10.0,89.0,2471.0,30.0,30.0,0.0,1.0,16.0,429533.0,430363.0,10.0,1.0,8.1,91.0,4.01,5.2287414E7
Calendar Girl,calendar girl (1993),0.0,2.0,10.0,90.0,1560.0,23.0,23.0,0.0,6.0,459.0,2418.0,2421.0,10.0,1.0,5.1,2.0,3.75,2570550.0
Bubble Boy,bubble boy (2001),0.0,1.0,2.0,84.0,60.0,4.0,4.0,0.0,1.0,1735.0,34727.0,34755.0,10.0,1.0,5.7,9.0,1.89,5007898.0
The Good German,good german  the (2006),0.0,32.0,0.0,105.0,22.0,1.0,1.0,0.0,10.0,8.0,25839.0,25860.0,10.0,1.0,6.0,1.0,3.0,1308696.0
16 Blocks,16 blocks (2006),0.0,23.0,0.0,102.0,8.0,3.0,3.0,0.0,2.0,15.0,133652.0,133725.0,10.0,1.0,6.6,9.0,3.0,3.6895141E7
300,300 (2007),0.0,478.0,0.0,117.0,126.0,1.0,1.0,0.0,2.0,127.0,849079.0,850005.0,10.0,1.0,7.6,80.0,3.68,2.10614939E8
Faster,faster (2010),0.0,28.0,68.0,98.0,41.0,18.0,18.0,0.0,4.0,456.0,110995.0,111061.0,10.0,1.0,6.4,1.0,5.0,2.324002E7
Cake,cake (2014),0.0,0.0,209.0,102.0,128.0,11.0,11.0,1.0,10.0,1107.0,38499.0,38533.0,10.0,1.0,6.4,2.0,2.75,1951776.0
Major Payne,major payne (1995),1.0,1.0,1.0,95.0,220.0,93.0,93.0,0.0,12.0,283.0,38005.0,0.0,0.0,0.0,0.0,17.0,2.94,2.941205E7
Maybe Baby,maybe baby (2000),0.0,3.0,40.0,104.0,687.0,4.0,4.0,0.0,1.0,1608.0,6047.0,6051.0,10.0,1.0,5.6,1.0,3.5,20501.0
Out Cold,out cold (1989),0.0,68.0,2.0,92.0,358.0,27.0,27.0,0.0,2.0,2022.0,916.0,917.0,10.0,1.0,5.5,1.0,2.5,1.3906394E7
Still Walking,still walking (aruitemo aruitemo) (2008),0.0,0.0,13.0,115.0,1473.0,10.0,10.0,0.0,7.0,584.0,17906.0,17956.0,10.0,1.0,7.9,1.0,1.0,167047.0
English Vinglish,english vinglish (2012),1.0,2.0,228.0,134.0,2310.0,93.0,93.0,1.0,12.0,2649.0,38174.0,0.0,0.0,0.0,0.0,1.0,5.0,1862086.0
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,dr. strangelove or: how i learned to stop worrying and love the bomb (1964),0.0,114.0,10.0,95.0,197.0,68.0,68.0,0.0,10.0,184.0,508665.0,509259.0,10.0,1.0,8.4,97.0,4.27,9440272.0
Shampoo,shampoo (1975),1.0,5.0,10.0,110.0,165.0,93.0,93.0,0.0,12.0,487.0,13757.0,0.0,0.0,0.0,0.0,7.0,3.07,4.9407734E7
Prancer,prancer (1989),1.0,235.0,17.0,103.0,835.0,93.0,93.0,0.0,12.0,1720.0,5984.0,0.0,0.0,0.0,0.0,2.0,3.0,1.8587135E7
Blood and Wine,blood and wine (blood & wine) (1996),0.0,10.0,11.0,101.0,29.0,14.0,14.0,0.0,9.0,316.0,10598.0,10609.0,10.0,1.0,6.0,3.0,2.33,1094668.0
Peter Pan,peter pan (1960),0.0,322.0,37.0,100.0,780.0,51.0,51.0,1.0,3.0,826.0,2291.0,2294.0,10.0,1.0,7.4,1.0,3.5,8.7404651E7
Kiss the Girls,kiss the girls (1997),1.0,39.0,4.0,115.0,85.0,93.0,93.0,0.0,12.0,149.0,79225.0,0.0,0.0,0.0,0.0,13.0,3.12,6.0527873E7
Strange Brew,strange brew (1983),0.0,1.0,7.0,90.0,251.0,35.0,35.0,0.0,1.0,2332.0,18322.0,18341.0,10.0,1.0,6.6,11.0,3.55,8571374.0
Predator 2,predator 2 (1990),0.0,22.0,3.0,108.0,266.0,26.0,26.0,0.0,4.0,120.0,178268.0,178543.0,10.0,1.0,6.3,21.0,2.9,3.0669413E7
The Safety of Objects,safety of objects  the (2001),0.0,0.0,13.0,121.0,227.0,2.0,2.0,1.0,1.0,653.0,4347.0,4347.0,10.0,1.0,6.5,2.0,3.0,319299.0
Catch That Kid,catch that kid (2004),0.0,362.0,3.0,91.0,190.0,5.0,5.0,1.0,9.0,849.0,10845.0,10848.0,10.0,1.0,5.2,1.0,2.0,1.6703799E7
School Ties,school ties (1992),0.0,0.0,4.0,106.0,71.0,24.0,24.0,0.0,6.0,597.0,26850.0,26887.0,10.0,1.0,6.9,6.0,2.75,1.4715067E7
Phantoms,phantoms (1998),0.0,33.0,6.0,96.0,196.0,6.0,6.0,0.0,10.0,799.0,22044.0,22066.0,10.0,1.0,5.4,1.0,4.0,5624282.0
Justice League,justice league (2017),0.0,17.0,0.0,120.0,21.0,31.0,31.0,0.0,4.0,127.0,471080.0,471558.0,10.0,1.0,6.1,6.0,2.5,2.29024295E8
Little Nicky,little nicky (2000),0.0,1.0,9.0,90.0,11.0,13.0,13.0,0.0,4.0,213.0,110531.0,110658.0,10.0,1.0,5.3,24.0,2.5,3.9464775E7
Gulliver's Travels,gulliver's travels (1939),0.0,110.0,3.0,76.0,1594.0,60.0,60.0,1.0,3.0,2043.0,4705.0,4718.0,10.0,1.0,6.6,3.0,3.0,4.2779261E7
Maxed Out,maxed out: hard times  easy credit and the era of predatory lenders (2006),0.0,6.0,16.0,90.0,1055.0,3.0,3.0,2.0,2.0,2621.0,2225.0,2226.0,10.0,1.0,7.2,2.0,3.0,58829.0
Bait,bait (2000),0.0,13.0,0.0,119.0,181.0,13.0,13.0,0.0,6.0,64.0,13022.0,13040.0,10.0,1.0,5.7,2.0,2.5,1.5325127E7
Kubo and the Two Strings,kubo and the two strings (2016),0.0,126.0,15.0,101.0,171.0,20.0,20.0,1.0,1.0,2554.0,136271.0,136480.0,10.0,1.0,7.7,6.0,4.0,4.8023088E7
Mr. Bean's Holiday,mr. bean's holiday (2007),0.0,1.0,1.0,90.0,393.0,1.0,1.0,0.0,1.0,1376.0,131787.0,131958.0,10.0,1.0,6.4,4.0,2.88,3.3302167E7
Mental,mental (2012),0.0,2.0,157.0,116.0,300.0,22.0,22.0,1.0,2.0,224.0,5164.0,5165.0,10.0,1.0,6.1,1.0,2.0,17669.0
Belle Epoque,belle époque (1992),0.0,3.0,8.0,109.0,1373.0,21.0,21.0,0.0,9.0,1060.0,11176.0,11193.0,10.0,1.0,7.1,2.0,5.0,5418216.0
It Runs in the Family,it runs in the family (2003),0.0,2.0,7.0,109.0,509.0,2.0,2.0,0.0,5.0,125.0,5172.0,5179.0,10.0,1.0,5.5,2.0,2.5,7491839.0
Creepshow,creepshow (1982),0.0,11.0,0.0,120.0,1444.0,34.0,34.0,0.0,4.0,153.0,52061.0,52191.0,10.0,1.0,6.8,14.0,3.07,2.1028755E7
If Looks Could Kill,if looks could kill (1991),0.0,13.0,0.0,88.0,2164.0,28.0,28.0,0.0,2.0,538.0,7508.0,7521.0,10.0,1.0,5.8,1.0,2.0,7788597.0
Bus 174,bus 174 (ônibus 174) (2002),0.0,647.0,30.0,150.0,2236.0,2.0,2.0,3.0,1.0,2081.0,8523.0,8530.0,10.0,1.0,7.8,3.0,3.83,217201.0
Armageddon,armageddon (1998),0.0,291.0,2.0,151.0,8.0,6.0,6.0,0.0,8.0,57.0,442990.0,443436.0,10.0,1.0,6.7,92.0,3.05,2.01578182E8
Sherlock Holmes: A Game of Shadows,sherlock holmes: a game of shadows (2011),0.0,372.0,0.0,129.0,65.0,17.0,17.0,0.0,3.0,209.0,472915.0,473395.0,10.0,1.0,7.4,38.0,3.76,1.86848418E8
