title,studio,genres,numVotes,directors,category,primaryName,title_lc,contentRate,rlYr,type,rlMnth,rnTimeMin,gross,imdbRtCnt,imdbRtBest,imdbRtWorst,imdbRtAvg,slRateCnt,slRateAvg
Home for the Holidays,Par.,drama,13985,nm0000149,actress,Holly Hunter,home for the holidays (1995),pg-13,1995,movie,11,103,17519169,14022,10,1,6.5,8,3.06
The Substitute,Orion,action|crime|drama,15152,nm0541677,actor,Tom Berenger,substitute  the (1996),r,1996,movie,4,114,14818176,15165,10,1,6.0,11,2.95
Ashby,TFA,comedy|drama,16081,nm1110111,actor,Mickey Rourke,ashby (2015),r,2015,movie,9,100,4631,16091,10,1,6.4,2,3.0
Scooby-Doo 2: Monsters Unleashed,WB,action|adventure|children|comedy|mystery,63111,nm0331532,actor,Freddie Prinze Jr.,scooby-doo 2: monsters unleashed (2004),pg,2004,movie,3,93,84216833,63299,10,1,5.2,4,2.25
Youth,FoxS,drama,81859,nm0815204,actor,Michael Caine,youth (2015),r,2015,movie,12,124,2703296,81946,10,1,7.3,4,3.5
Rosetta,USA,drama,15254,"nm0201094,nm0201095",actress,Émilie Dequenne,rosetta (1999),"","","","",95,266665,"","","","",1,4.0
17 Again,WB (NL),comedy|drama,211864,nm0824882,actor,Zac Efron,17 again (2009),pg-13,2009,movie,4,102,64167069,212428,10,1,6.4,10,3.55
National Lampoon's Senior Trip,NL,comedy,6229,nm0538614,actor,Matt Frewer,national lampoon's senior trip (1995),"","","","",91,4686937,"","","","",7,2.5
Knockaround Guys,NL,action|comedy|crime,24605,"nm0002718,nm0505522",actress,Jennifer Baxter,knockaround guys (2002),r,2002,movie,10,92,11715637,24623,10,1,6.1,5,2.5
Rize,Lions,documentary,3326,nm0479999,self,Tommy the Clown,rize (2005),"","","","",86,3336391,"","","","",1,3.5
Say It Isn't So,Fox,comedy|romance,13647,nm0736930,actor,Chris Klein,say it isn't so (2001),"","","","",95,5520393,"","","","",4,2.13
The Other Boleyn Girl,Sony,drama|romance,118064,nm0149491,actress,Natalie Portman,other boleyn girl  the (2008),pg-13,2008,movie,2,115,26814957,118197,10,1,6.7,7,3.79
Wild Oats,W/Dim.,comedy,4566,nm0855035,actress,Shirley MacLaine,wild oats (2016),pg-13,2016,movie,9,86,40598,4568,10,1,5.7,1,2.0
The Lover,MGM,drama|romance,23003,nm0000269,actress,Jane March,lover  the (amant  l') (1992),"","","","",115,4899194,"","","","",3,3.5
Entourage,WB,comedy,82258,nm0254120,actor,Adrian Grenier,entourage (2015),r,2015,movie,6,104,32363404,82299,10,1,6.5,1,2.0
Breakin' 2: Electric Boogaloo,TriS,musical,4632,nm0278735,actress,Lucinda Dickey,breakin' 2: electric boogaloo (1984),"","","","",94,15101131,"","","","",3,1.67
The Fan,Sony,drama|thriller,50609,nm0001716,actor,Robert De Niro,fan  the (1996),r,1996,movie,8,116,18626419,50647,10,1,5.9,8,3.0
The Grand Budapest Hotel,FoxS,comedy|drama,863454,nm0027572,actor,Ralph Fiennes,grand budapest hotel  the (2014),r,2014,movie,3,99,59301324,865035,10,1,8.1,52,3.78
Sliver,Par.,thriller,33272,nm0637518,actress,Sharon Stone,sliver (1993),r,1993,movie,5,107,36300000,33314,10,1,5.1,18,2.67
Superhero Movie,MGM/W,action|comedy|sci-fi,73822,nm0563301,actor,Drake Bell,superhero movie (2008),pg-13,2008,movie,3,75,25881068,73918,10,1,4.6,3,2.0
Appaloosa,WB (NL),western,63525,nm0000438,actor,Ed Harris,appaloosa (2008),r,2008,movie,10,115,20211394,63634,10,1,6.7,1,3.0
The Muppet Movie,AFD,adventure|children|comedy|musical,38228,nm0292419,actor,Jim Henson,muppet movie  the (1979),g,1979,movie,6,95,65810475,38284,10,1,7.6,33,3.59
Tomorrow,UTMW,documentary,3544,"nm4185610,nm0491259",self,Anthony Barnosky,tomorrow (2015),g,2017,movie,4,118,62511,3546,10,1,7.9,1,4.5
Reversal of Fortune,WB,drama,17932,nm0775447,actor,Jeremy Irons,reversal of fortune (1990),"","","","",111,15445131,"","","","",6,3.75
Courage Under Fire,Fox,action|crime|drama|war,58338,nm0001880,actor,Denzel Washington,courage under fire (1996),"","","","",116,59031057,"","","","",29,3.33
Boogeyman,SGem,drama|horror|mystery|thriller,32284,nm0443181,actor,Barry Watson,boogeyman (2005),pg-13,2005,movie,2,89,46752382,32314,10,1,4.2,2,2.0
Jane Eyre,Focus,drama|romance,91757,nm1560977,actress,Mia Wasikowska,jane eyre (2011),pg-13,2011,movie,4,120,11242660,91835,10,1,7.3,1,3.0
The Red Turtle,SPC,animation,37586,nm0240196,actor,Emmanuel Garijo,the red turtle (2016),pg,2017,movie,1,80,921974,37644,10,1,7.5,1,4.5
Alive and Kicking,Magn.,comedy|drama,869,nm0575361,actor,Jason Flemyng,indian summer (a.k.a. alive & kicking) (1996),r,1997,movie,7,98,68485,870,10,1,6.5,2,1.75
Tae Guk Gi: The Brotherhood of War,IDP,action|drama|war,40713,nm0437625,actor,Jang Dong-Gun,tae guk gi: the brotherhood of war (taegukgi hwinalrimyeo) (2004),r,2004,movie,9,140,1111061,40740,10,1,8.0,1,4.5
Mozart and the Whale,Mill.,comedy|drama|romance,9211,nm0639033,actor,Josh Hartnett,mozart and the whale (2005),pg-13,2006,movie,2,94,36006,9215,10,1,6.7,1,2.5
It Could Happen to You,TriS,comedy|drama|romance,42777,nm0000921,actor,Nicolas Cage,it could happen to you (1994),pg,1994,movie,7,101,37939757,42847,10,1,6.4,17,3.06
An Inconvenient Truth,ParC,documentary,84716,nm0346550,self,Al Gore,inconvenient truth  an (2006),pg,2006,movie,6,96,24146161,84739,10,1,7.4,13,3.58
The Boy and the Beast,FUN,action|adventure|animation,26106,nm0396074,actor,Kôji Yakusho,the boy and the beast (2015),pg-13,2015,movie,7,119,490643,26151,10,1,7.6,1,4.0
Last Holiday,Par.,comedy,34938,nm0911061,actress,Queen Latifah,last holiday (2006),pg-13,2006,movie,1,112,38399961,35002,10,1,6.5,3,3.5
Hamlet 2,Focus,comedy,17274,nm0281598,actor,Steve Coogan,hamlet 2 (2008),r,2008,movie,8,92,4886216,17280,10,1,6.3,1,2.0
The Shape of Water,FoxS,adventure|drama|fantasy,438996,nm0868219,actress,Sally Hawkins,the shape of water (2017),r,2017,movie,12,123,63859435,439552,10,1,7.3,8,3.69
Cold Comes the Night,Gold.,crime|drama|thriller,9597,nm2309735,actress,Alice Eve,cold comes the night (2013),r,2014,movie,1,90,16971,9603,10,1,5.7,1,2.0
Desperately Seeking Susan,Orion,comedy|drama|romance,25321,nm0782384,actress,Rosanna Arquette,desperately seeking susan (1985),pg-13,1985,movie,4,104,27398584,25358,10,1,6.1,24,2.67
Not Another Teen Movie,Sony,comedy,112890,nm0302778,actress,Chyler Leigh,not another teen movie (2001),"","","","",89,38252284,"","","","",14,2.57
Leaves of Grass,First,comedy|crime|drama|thriller,27695,nm0625789,actor,Edward Norton,leaves of grass (2009),r,2010,movie,9,105,70066,27702,10,1,6.4,3,3.17
The Frisco Kid,WB,comedy|western,11287,nm0000736,actor,Gene Wilder,frisco kid  the (1979),pg,1979,movie,7,119,9346177,11294,10,1,6.3,1,2.5
The King of Masks,Gold.,drama,3436,nm0943177,actor,Xu Zhu,king of masks  the (bian lian) (1996),"",1995,movie,6,91,1113103,3439,10,1,7.7,1,4.0
The Way We Were,Col.,drama|romance,26710,nm0001628,actress,Barbra Streisand,way we were  the (1973),pg,1973,movie,10,118,45000000,26772,10,1,7.0,4,3.63
The Color of Money,BV,drama,91060,nm0000217,actor,Paul Newman,color of money  the (1986),r,1986,movie,10,119,52293982,91242,10,1,7.0,13,3.5
"McFarland, USA",BV,drama,41221,nm0138927,actor,Kevin Costner,mcfarland  usa (2015),pg,2015,movie,2,129,44482410,41293,10,1,7.4,1,3.5
The Out-of-Towners,Par.,comedy,14724,nm0918873,actor,Steve Martin,out-of-towners  the (1999),pg-13,1999,movie,4,90,28544120,14740,10,1,5.5,6,2.0
Sisters,Uni.,action|crime|drama,3937,nm0091074,actress,Oksana Akinshina,sisters (syostry) (2001),"",2001,movie,5,83,87044645,3948,10,1,7.0,1,5.0
The Gallows,WB (NL),horror|thriller,21320,"nm4000389,nm3951039",actor,Reese Mishler,the gallows (2015),r,2015,movie,7,81,22764410,21338,10,1,4.2,1,1.5
The Browning Version,Par.,drama,5280,nm0002190,actor,Michael Redgrave,browning version  the (1951),not rated,1951,movie,11,90,487391,5285,10,1,8.1,"",""
Hollywood Ending,DW,comedy|drama,27828,nm0000095,actor,Woody Allen,hollywood ending (2002),pg-13,2002,movie,5,112,4850753,27850,10,1,6.5,1,4.0
The Uninvited,P/DW,drama|horror|mystery|thriller,83862,"nm0345294,nm0345307",actress,Emily Browning,uninvited  the (2009),pg-13,2009,movie,1,87,28596818,83947,10,1,6.3,1,3.5
All About My Mother,SPC,drama,101256,nm0000264,actress,Cecilia Roth,all about my mother (todo sobre mi madre) (1999),r,2000,movie,3,101,8272296,101376,10,1,7.8,19,4.16
National Treasure,BV,action|adventure|drama|mystery|thriller,348222,nm0005509,actor,Nicolas Cage,national treasure (2004),pg,2004,movie,11,131,173008894,348624,10,1,6.9,38,3.26
This Must Be the Place,Wein.,crime|drama|thriller,36549,nm0815204,actor,Sean Penn,this must be the place (2011),r,2011,movie,8,118,143979,36582,10,1,6.7,1,3.5
Flirting with Disaster,Mira.,comedy,19679,nm0751102,actor,Ben Stiller,flirting with disaster (1996),"","","","",92,14702438,"","","","",12,3.58
Descent,CityL,drama|thriller,3231,nm1181799,actress,Rosario Dawson,descent (2007),nc-17,2007,movie,4,104,15233,3235,10,1,4.7,1,1.0
The Medallion,TriS,action|comedy|crime|fantasy,43297,nm0150906,actor,Jackie Chan,medallion  the (2003),pg-13,2003,movie,8,88,22219192,43329,10,1,5.2,5,2.7
Madhouse,Orion,comedy,3531,nm0740568,actor,Richard Alexander,madhouse (1990),pg-13,1990,movie,2,90,21036771,3542,10,1,5.4,1,3.5
The Good Girl,FoxS,comedy|drama,46696,nm0037708,actress,Jennifer Aniston,good girl  the (2002),r,2002,movie,8,93,14018296,46746,10,1,6.4,12,3.21
Bridge to Terabithia,BV,adventure|children|fantasy,168022,nm0190780,actor,Josh Hutcherson,bridge to terabithia (2007),"","","","",96,82272442,"","","","",9,2.78
My Father's Glory,OrionC,adventure|drama,6883,nm0002216,actor,Philippe Caubère,my father's glory (la gloire de mon père) (1990),g,"",movie,"",105,1730856,6891,10,1,7.6,1,4.0
The Host,Magn.,action|adventure|romance,117643,nm0629272,actress,Saoirse Ronan,host  the (2013),"","","","",125,2201923,"","","","",4,2.5
Elysium,TriS,action|drama|sci-fi|imax,463947,nm0088955,actor,Matt Damon,elysium (2013),r,2013,movie,8,109,93050117,464417,10,1,6.6,16,3.31
Flight of the Phoenix,Fox,action|adventure,56157,nm0601382,actor,Dennis Quaid,flight of the phoenix (2004),pg-13,2004,movie,12,113,21009180,56222,10,1,6.1,4,2.88
Risen,Sony,children|drama,29999,nm0721817,actor,Joseph Fiennes,risen (2016),pg-13,2016,movie,2,107,36880033,30022,10,1,6.3,1,0.5
Mulholland Falls,MGM,crime|drama|thriller,18543,nm0848414,actor,Nick Nolte,mulholland falls (1996),"","","","",107,11526099,"","","","",21,2.88
The Warriors,Par.,action|adventure|crime|thriller,108171,nm0001353,actor,Michael Beck,warriors  the (1979),r,1979,movie,2,93,22490039,108327,10,1,7.5,8,3.94
Star Trek II: The Wrath of Khan,Par.,action|adventure|sci-fi|thriller,127257,nm0583292,actor,William Shatner,star trek ii: the wrath of khan (1982),"","","","",113,78912963,"","","","",62,3.77
Before the Rain,Gram.,drama|war,15617,nm0541391,actress,Katrin Cartlidge,before the rain (pred dozhdot) (1994),not rated,1995,movie,2,113,763847,15636,10,1,7.9,2,4.0
Coach Carter,Par.,drama,166297,nm0141961,actor,Samuel L. Jackson,coach carter (2005),pg-13,2005,movie,1,136,67264877,166702,10,1,7.3,7,3.07
Teenage Mutant Ninja Turtles: Out of the Shadows,Par.,action|adventure|comedy,98173,nm1757777,actress,Megan Fox,teenage mutant ninja turtles: out of the shadows (2016),pg-13,2016,movie,6,112,82051601,98278,10,1,5.9,1,2.0
Why Him?,Fox,comedy,120893,nm0357453,actress,Zoey Deutch,why him? (2016),r,2016,movie,12,111,60323786,121071,10,1,6.2,4,3.13
The Wind Will Carry Us,NYer,drama,11921,nm0452102,actor,Behzad Dorani,wind will carry us  the (bad ma ra khahad bord) (1999),"","","","",118,259510,"","","","",1,3.5
What's Your Number?,Fox,comedy|romance,85551,nm0617042,actress,Anna Faris,what's your number? (2011),r,2011,movie,9,106,14011084,85712,10,1,6.0,1,4.5
Magic Mike XXL,WB,comedy|drama,60553,nm0414423,actor,Channing Tatum,magic mike xxl (2015),r,2015,movie,7,115,66013057,60604,10,1,5.6,1,4.0
Ski School,MovE,comedy,4251,nm0006860,actor,Dean Cameron,ski school (1991),r,1991,movie,1,89,18476,4261,10,1,4.9,1,1.5
The Insider,BV,drama|thriller,177445,nm0000520,actor,Russell Crowe,insider  the (1999),r,1999,movie,11,157,29089912,177596,10,1,7.8,31,3.74
Where Eagles Dare,MGM,action|adventure|war,61525,nm0404606,actor,Richard Burton,where eagles dare (1968),"","","","",158,7100000,"","","","",4,4.0
Backbeat,Gram.,drama|musical,6463,nm0812200,actor,Stephen Dorff,backbeat (1993),"","","","",100,2392589,"","","","",6,3.5
Shine a Light,ParV,documentary|musical|imax,12178,nm0000217,self,Mick Jagger,shine a light (2008),"","","","",122,5505267,"","","","",1,3.5
Searching for Sugar Man,SPC,documentary,71719,nm0070594,self,Rodriguez,searching for sugar man (2012),pg-13,2012,movie,7,86,3696196,71811,10,1,8.2,4,4.25
Phenomenon,BV,drama|romance,82404,nm0005509,actor,John Travolta,phenomenon (1996),pg,1996,movie,7,123,104636382,82539,10,1,6.4,46,3.34
The Thirteenth Floor,Sony,drama|sci-fi|thriller,75769,nm0750857,actor,Craig Bierko,thirteenth floor  the (1999),r,1999,movie,5,100,11916661,75869,10,1,7.0,12,2.96
Stand Up Guys,LGF,comedy|crime,57229,nm0001770,actor,Al Pacino,stand up guys (2012),r,2013,movie,2,95,3310031,57266,10,1,6.4,1,2.5
Spartacus,Uni.,action|drama|romance|war,140634,"nm0000040,nm0542649",actor,Kirk Douglas,spartacus (1960),pg-13,1960,movie,11,197,1830650,140798,10,1,7.9,13,3.58
Marathon Man,Par.,crime|drama|thriller,68649,nm0772259,actor,Dustin Hoffman,marathon man (1976),"","","","",125,21709020,"","","","",13,3.46
Deepwater Horizon,LG/S,drama,177815,nm0000916,actor,Mark Wahlberg,deepwater horizon (2016),pg-13,2016,movie,9,107,61433527,178061,10,1,7.1,1,3.5
The Deer Hunter,Uni.,drama|war,354217,nm0001047,actor,Robert De Niro,deer hunter  the (1978),r,1979,movie,2,183,48979328,354751,10,1,8.1,43,3.83
Delta of Venus,FL,drama,2320,nm0455394,actress,Audie England,delta of venus (1995),r,1995,movie,10,102,63174,2322,10,1,4.7,1,1.0
Henry's Crime,MPFT,comedy|crime,21091,nm0893473,actor,Keanu Reeves,henry's crime (2010),r,2011,movie,1,108,102541,21107,10,1,5.9,1,2.0
Cinema Paradiso,Mira.,drama,275540,nm0868153,actor,Philippe Noiret,cinema paradiso (nuovo cinema paradiso) (1989),pg,1990,movie,2,155,12397210,275967,10,1,8.5,34,4.16
The Pacifier,BV,action|comedy,99163,nm0788202,actor,Vin Diesel,pacifier  the (2005),pg,2005,movie,3,95,113086868,99271,10,1,5.6,7,2.71
The Covenant,SGem,action|horror|thriller,51545,nm0001317,actor,Steven Strait,covenant  the (2006),pg-13,2006,movie,9,97,23380495,51584,10,1,5.2,1,3.0
Raging Bull,MGM,drama,371327,nm0000217,actor,Robert De Niro,raging bull (1980),r,1980,movie,12,129,23383987,371911,10,1,8.1,40,4.19
Beetlejuice,WB,comedy|fantasy,327725,nm0000318,actor,Alec Baldwin,beetlejuice (1988),"","","","",92,74220408,"","","","",91,3.47
Away We Go,Focus,comedy|drama|romance,54728,nm0005222,actor,John Krasinski,away we go (2009),"","","","",98,9451946,"","","","",4,3.5
Baywatch,Par.,action|comedy,197538,nm1164861,actor,Dwayne Johnson,baywatch (2017),r,2017,movie,5,116,58060186,197901,10,1,5.5,3,3.0
Fast Five,Uni.,action|crime|drama|thriller|imax,400186,nm0510912,actor,Vin Diesel,fast five (fast and the furious 5  the) (2011),pg-13,2011,movie,4,130,209837675,400575,10,1,7.3,10,3.05
Sully,WB,drama,290905,nm0000142,actor,Tom Hanks,sully (2016),pg-13,2016,movie,9,96,125070033,291394,10,1,7.4,6,3.17
Suddenly,Emp.,crime|drama|film-noir,7143,nm0020765,actor,Frank Sinatra,suddenly (1954),unrated,1954,movie,9,77,44806,7156,10,1,6.8,1,3.5
The Last Mimzy,NL,adventure|children|sci-fi,22054,nm0790144,actress,Joely Richardson,last mimzy  the (2007),pg,2007,movie,3,90,21471047,22063,10,1,6.2,2,3.0
The Big Lebowski,Gram.,comedy|crime,842077,"nm0001054,nm0001053",actor,Jeff Bridges,big lebowski  the (1998),"","","","",117,18034458,"","","","",106,3.92
The Road to Guantanamo,IDP,drama|war,11438,"nm1475971,nm0935863",actor,Riz Ahmed,road to guantanamo  the (2006),r,2006,movie,3,95,326876,11440,10,1,7.4,1,3.5
Who Killed the Electric Car?,SPC,documentary,12709,nm2071216,actor,Martin Sheen,who killed the electric car? (2006),"","","","",92,1678874,"","","","",5,3.7
Strangeland,Art.,thriller,7574,nm0682239,actor,Kevin Gage,strangeland (1998),r,1998,movie,10,85,713239,7576,10,1,5.0,1,4.0
Black Sea,Focus,adventure|mystery|thriller,40189,nm0531817,actor,Jude Law,black sea (2015),r,2015,movie,1,114,1171559,40320,10,1,6.4,1,4.0
Exposed,MGM,drama,16479,nm1768304,actress,Ana de Armas,exposed (2016),r,2016,movie,1,102,1818910,16500,10,1,4.3,1,1.5
The Icicle Thief,Aries,comedy|fantasy,1054,nm0629309,self,Maurizio Nichetti,icicle thief  the (ladri di saponette) (1989),not rated,1990,movie,8,94,1231622,1054,10,1,7.0,1,3.0
Snatch,SGem,comedy|crime|thriller,890262,nm0005363,actor,Jason Statham,snatch (2000),"","","","",104,30328156,"","","","",93,4.16
Absence of Malice,Col.,drama|romance,14357,nm0001628,actor,Paul Newman,absence of malice (1981),pg,1981,movie,12,116,40716963,14376,10,1,6.9,2,3.25
The Right Stuff,WB,drama,64263,nm0442241,actor,Sam Shepard,right stuff  the (1983),"","","","",193,21192102,"","","","",22,3.86
Tin Men,BV,comedy|drama,9635,nm0001469,actor,Richard Dreyfuss,tin men (1987),r,1987,movie,3,112,25411386,9648,10,1,6.6,5,3.0
Unforgiven,WB,drama|western,428025,nm0000142,actor,Clint Eastwood,unforgiven (1992),r,1992,movie,8,130,101157447,428569,10,1,8.2,45,4.11
The Scarlet Letter,BV,drama|romance,16054,nm0423646,actress,Demi Moore,scarlet letter  the (1995),r,1995,movie,10,135,10382407,16067,10,1,5.3,6,2.42
"What's Up, Doc?",WB,comedy,25976,nm0000953,actress,Barbra Streisand,what's up  doc? (1972),g,1972,movie,3,94,66000000,26044,10,1,7.7,1,4.5
"The Adventures of Priscilla, Queen of the Desert",Gram.,comedy|drama,53635,nm0254632,actor,Hugo Weaving,adventures of priscilla  queen of the desert  the (1994),"","","","",104,11220670,"","","","",36,3.6
Four Days in September,Mira.,drama,5260,nm0000853,actor,Alan Arkin,four days in september (o que é isso  companheiro?) (1997),r,1998,movie,1,110,397517,5267,10,1,7.4,1,5.0
Night Shift,WB,comedy,17342,nm0000165,actor,Henry Winkler,night shift (1982),r,1982,movie,7,106,21095638,17372,10,1,6.5,10,3.05
Weekend at Bernie's II,TriS,adventure|comedy,14228,nm0458228,actor,Andrew McCarthy,weekend at bernie's ii (1993),pg,1993,movie,7,97,12741891,14245,10,1,4.8,4,1.63
In Love and War,NL,romance|war,9009,nm0000277,actress,Sandra Bullock,in love and war (1996),pg-13,1997,movie,1,113,14481231,9014,10,1,5.9,1,2.5
Kangaroo Jack,WB,action|comedy,33158,nm0573589,actor,Anthony Anderson,kangaroo jack (2003),pg,2003,movie,1,89,66934963,33184,10,1,4.5,2,1.75
Mr. Peabody & Sherman,Fox,adventure|animation|comedy,75986,nm0591450,actor,Ty Burrell,mr. peabody & sherman (2014),pg,2014,movie,3,92,111506430,76106,10,1,6.8,4,3.25
Gods of Egypt,LG/S,adventure|fantasy,123228,nm0001639,actor,Brenton Thwaites,gods of egypt (2016),pg-13,2016,movie,2,127,31153464,123381,10,1,5.4,1,0.5
A Haunted House 2,ORF,comedy|horror,22975,nm1639277,actor,Marlon Wayans,haunted house 2  a (2014),r,2014,movie,4,86,17329486,23012,10,1,4.7,1,0.5
Get Carter,WB,action|crime|drama|thriller,35936,nm0388198,actor,Michael Caine,get carter (1971),r,1971,movie,3,112,14967182,36008,10,1,7.3,3,3.33
Superman IV: The Quest for Peace,WB,action|adventure|sci-fi,51656,nm0002089,actor,Christopher Reeve,superman iv: the quest for peace (1987),pg,1987,movie,7,90,15681020,51703,10,1,3.7,16,1.69
A Midwinter's Tale,SPC,comedy|drama,2713,nm0000110,actor,Michael Maloney,in the bleak midwinter (1995),r,1996,movie,2,99,469571,2718,10,1,7.2,1,3.5
Chicken Run,DW,animation|children|comedy,203680,"nm0520485,nm0661910",actor,Mel Gibson,chicken run (2000),g,2000,movie,6,84,106834564,204110,10,1,7.1,78,3.55
The New World,NL,adventure|drama|romance,88771,nm0000517,actor,Colin Farrell,new world  the (2005),pg-13,2006,movie,1,135,12712093,88829,10,1,6.7,5,3.2
Salvation Boulevard,IFC,comedy|thriller,4777,nm0711807,actor,Greg Kinnear,salvation boulevard (2011),r,2011,movie,7,96,28468,4780,10,1,5.3,1,1.5
Fahrenheit 9/11,Lions,documentary,131613,nm0601619,self,Michael Moore,fahrenheit 9/11 (2004),r,2004,movie,6,122,119194771,131650,10,1,7.5,37,3.49
You're Next,LGF,horror|thriller,107270,nm1417392,actress,Sharni Vinson,you're next (2011),r,2013,movie,8,95,18494006,107504,10,1,6.6,2,3.75
Ocean's Twelve,WB,action|comedy|crime|thriller,407080,nm0001752,actor,George Clooney,ocean's twelve (2004),"","","","",125,125544280,"","","","",43,3.29
Observe and Report,WB,action|comedy,64650,nm2095817,actor,Seth Rogen,observe and report (2009),r,2009,movie,4,86,24007324,64684,10,1,5.7,4,2.63
Journey 2: The Mysterious Island,WB (NL),action|adventure|comedy|sci-fi|imax,109851,nm0679031,actor,Josh Hutcherson,journey 2: the mysterious island (2012),pg,2012,movie,2,94,103860290,110042,10,1,5.7,1,0.5
The King of Comedy,Fox,comedy|drama,114299,nm0000217,actor,Robert De Niro,king of comedy  the (1983),pg,1982,movie,12,109,2536242,114762,10,1,7.8,7,4.07
